system,replicate,frame,time_us,parent_n_nodes,parent_n_edges,parent_edge_density,parent_mean_partner_number,parent_largest_component_fraction,parent_free_chain_fraction,MED1_parent_mean_partner_number,OCT4_parent_mean_partner_number,block_n_nodes,block_n_eligible_external_pairs,block_n_edges,block_edge_density,block_mean_partner_number,block_largest_component_fraction,continuity_block_n_edges,continuity_block_n_covalent_edges,continuity_block_largest_component_fraction,continuity_block_residue_LCC_fraction,cross_parent_residue_contacts_per_100_residues,MED1_cross_parent_contact_incidences_per_100_residues,OCT4_cross_parent_contact_incidences_per_100_residues,n_sibling_MED1_fragment_edges_excluded,n_sibling_MED1_residue_pairs_excluded,DNA_direct_MED1_parent_count,DNA_direct_OCT4_parent_count,DNA_linked_physical_fraction,DNA_direct_physical_fraction,DNA_second_physical_fraction,DNA_third_plus_physical_fraction,DNA_linked_residue_fraction,DNA_direct_residue_fraction,DNA_second_residue_fraction,DNA_third_plus_residue_fraction,DNA_linked_parent_fraction,DNA_direct_parent_fraction,DNA_second_parent_fraction,DNA_third_plus_parent_fraction,DNA_linked_bead_all_count,DNA_linked_bead_all_total_weight,DNA_linked_bead_all_mean_nm,DNA_linked_bead_all_q90_nm,DNA_linked_bead_OCT4_count,DNA_linked_bead_OCT4_total_weight,DNA_linked_bead_OCT4_mean_nm,DNA_linked_bead_OCT4_q90_nm,DNA_linked_bead_MED1_count,DNA_linked_bead_MED1_total_weight,DNA_linked_bead_MED1_mean_nm,DNA_linked_bead_MED1_q90_nm,DNA_linked_parent_weighted_bead_all_count,DNA_linked_parent_weighted_bead_all_total_weight,DNA_linked_parent_weighted_bead_all_mean_nm,DNA_linked_parent_weighted_bead_all_q90_nm,DNA_linked_parent_weighted_bead_OCT4_count,DNA_linked_parent_weighted_bead_OCT4_total_weight,DNA_linked_parent_weighted_bead_OCT4_mean_nm,DNA_linked_parent_weighted_bead_OCT4_q90_nm,DNA_linked_parent_weighted_bead_MED1_count,DNA_linked_parent_weighted_bead_MED1_total_weight,DNA_linked_parent_weighted_bead_MED1_mean_nm,DNA_linked_parent_weighted_bead_MED1_q90_nm,DNA_linked_physical_chain_com_all_count,DNA_linked_physical_chain_com_all_total_weight,DNA_linked_physical_chain_com_all_mean_nm,DNA_linked_physical_chain_com_all_q90_nm,DNA_linked_physical_chain_com_OCT4_count,DNA_linked_physical_chain_com_OCT4_total_weight,DNA_linked_physical_chain_com_OCT4_mean_nm,DNA_linked_physical_chain_com_OCT4_q90_nm,DNA_linked_physical_chain_com_MED1_count,DNA_linked_physical_chain_com_MED1_total_weight,DNA_linked_physical_chain_com_MED1_mean_nm,DNA_linked_physical_chain_com_MED1_q90_nm,DNA_linked_block_com_all_count,DNA_linked_block_com_all_total_weight,DNA_linked_block_com_all_mean_nm,DNA_linked_block_com_all_q90_nm,DNA_linked_block_com_OCT4_count,DNA_linked_block_com_OCT4_total_weight,DNA_linked_block_com_OCT4_mean_nm,DNA_linked_block_com_OCT4_q90_nm,DNA_linked_block_com_MED1_count,DNA_linked_block_com_MED1_total_weight,DNA_linked_block_com_MED1_mean_nm,DNA_linked_block_com_MED1_q90_nm
M20O80D1,work-1,4501,4.501,100,139.0,0.028080808080808,2.78,0.46,0.29,4.1,2.45,160,12600.0,170.0,0.0134920634920634,2.125,0.35,230,60,0.475,0.4761668321747765,48.68255544521681,45.42694497153701,154.38888888888889,0,0,7.0,26.0,0.46,0.33,0.09,0.04,0.4761668321747765,0.3380834160873883,0.1142502482621648,0.0238331678252234,0.46,0.33,0.09,0.04,28770.0,28770.0,13.899888041459532,34.15162853592215,12960.0,12960.0,8.936671570649397,20.540280606295504,15810.0,15810.0,17.9684070459946,36.95725776633282,28770.0,46.0,10.900092326159225,31.381211186650084,12960.0,36.0,8.936671570649397,20.543534615211318,15810.0,10.0,17.9684070459946,36.95725776633282,46.0,46.0,9.810940821537836,31.71306036565671,36.0,36.0,7.844365972337948,21.4706721166695,10.0,10.0,16.890610278657444,37.05417338240629,76.0,76.0,13.01607148526201,34.402902694408915,36.0,36.0,7.844365972337948,21.4706721166695,40.0,40.0,17.670606446893665,37.19103954344413
M20O80D1,work-1,4601,4.601,100,125.0,0.0252525252525252,2.5,0.56,0.26,3.85,2.1625,160,12600.0,143.0,0.0113492063492063,1.7875,0.2625,203,60,0.59375,0.5963753723932472,51.58722277391592,62.03668564199874,148.34027777777777,0,0,6.0,25.0,0.56,0.31,0.09,0.16,0.5963753723932472,0.3059582919563058,0.0940417080436941,0.1963753723932472,0.56,0.31,0.09,0.16,36033.0,36033.0,17.810554325124382,35.7368158539454,15480.0,15480.0,13.067782281482987,33.73806013846702,20553.0,20553.0,21.38269032646573,36.67245676820052,36033.0,56.0,14.99802879192541,34.67128159865984,15480.0,42.99999999999999,13.067782281482994,33.74407984702442,20553.0,12.999999999999998,21.38269032646573,36.67245676820052,56.0,56.0,14.09933090420336,34.27700387785929,43.0,43.0,11.979491322978244,33.7535516295844,13.0,13.0,21.11110798056336,39.25056635770468,95.0,95.0,17.038630463555712,35.954125246529614,43.0,43.0,11.979491322978244,33.7535516295844,52.0,52.0,21.22214936826401,36.82382962298848
M20O80D1,work-1,4701,4.7010000000000005,100,127.0,0.0256565656565656,2.54,0.55,0.26,3.55,2.2875,160,12600.0,147.0,0.0116666666666666,1.8375,0.35625,207,60,0.625,0.6308341608738828,43.43429328037074,36.36938646426312,142.3125,0,0,6.0,24.0,0.55,0.3,0.08,0.17,0.6308341608738828,0.3,0.1285004965243296,0.2023336643495531,0.55,0.3,0.08,0.17,38115.0,38115.0,21.195442694150103,43.40068196984127,14400.0,14400.0,12.803736950538044,33.94162846381737,23715.0,23715.0,26.29097559349709,45.51614020423946,38115.0,55.00000000000001,16.482074762254147,38.40099345254371,14400.0,40.0,12.803736950538044,33.945978320027535,23715.0,14.999999999999998,26.290975593497095,45.51614020423946,55.0,55.0,15.358874911157669,35.45923757339557,40.0,40.0,11.799044909224204,31.748508719162302,15.0,15.0,24.851754916313585,43.72555699644928,100.0,100.0,20.37889794900676,43.74660233756617,40.0,40.0,11.799044909224204,31.748508719162302,60.0,60.0,26.09879997552846,45.28065800633537
M20O80D1,work-1,4801,4.801,100,139.0,0.028080808080808,2.78,0.49,0.25,3.9,2.5,160,12600.0,168.0,0.0133333333333333,2.1,0.3,228,60,0.49375,0.4940417080436941,56.36047666335651,51.01518026565465,180.46875,0,0,6.0,26.0,0.49,0.32,0.1,0.07,0.4940417080436941,0.3119165839126117,0.1404170804369414,0.041708043694141,0.49,0.32,0.1,0.07,29850.0,29850.0,15.944649655095596,34.07127399140554,14040.0,14040.0,11.261734582989074,33.578923843263354,15810.0,15810.0,20.103291502810684,34.24839484164364,29850.0,49.0,13.06613395438124,33.80500421099268,14040.0,38.99999999999999,11.26173458298908,33.5818615547486,15810.0,10.0,20.103291502810684,34.24839484164364,49.0,49.0,11.785679261681183,35.15337632892495,39.0,39.0,10.1419353763162,35.15337632892495,10.0,10.0,18.19628041460462,32.392117563570395,79.0,79.0,14.932643343716949,34.25275749464298,39.0,39.0,10.1419353763162,35.15337632892495,40.0,40.0,19.603583611932677,32.021952519557104
M20O80D1,work-1,4901,4.901,100,143.0,0.0288888888888888,2.86,0.5,0.16,3.75,2.6375,160,12600.0,164.0,0.013015873015873,2.05,0.35,224,60,0.5,0.5,52.315458457464416,48.31119544592031,166.46527777777777,0,0,6.0,28.0,0.5,0.34,0.09,0.07,0.5,0.3238331678252234,0.0738331678252234,0.1023336643495531,0.5,0.34,0.09,0.07,30210.0,30210.0,13.90317219414644,26.69991315037052,14400.0,14400.0,8.919395051465361,21.53089471890464,15810.0,15810.0,18.44247585351441,28.29113166624669,30210.0,49.99999999999999,10.824011211875172,24.53757737009443,14400.0,40.0,8.919395051465361,21.53272471260316,15810.0,10.0,18.44247585351441,28.29113166624669,50.0,50.0,9.69770816078366,23.671018248864925,40.0,40.0,7.79056521689365,20.250393890339275,10.0,10.0,17.326279936343695,24.09183948284285,80.0,80.0,12.95535508499886,26.227260437262984,40.0,40.0,7.79056521689365,20.250393890339275,40.0,40.0,18.12014495310407,26.4495253703379
M50O0D1,work-1,1001,1.001,50,126.0,0.1028571428571428,5.04,0.94,0.02,5.04,,200,19600.0,192.0,0.0097959183673469,1.92,0.39,342,150,0.94,0.94,25.662239089184062,51.324478178368125,,0,0,23.0,0.0,0.94,0.46,0.38,0.1,0.94,0.46,0.38,0.1,0.94,0.46,0.38,0.1,74307.0,74307.0,21.71570155555608,36.27729309191032,0.0,0.0,,,74307.0,74307.0,21.71570155555608,36.27729309191032,74307.0,47.0,21.71570155555608,36.27729309191032,0.0,0.0,,,74307.0,47.0,21.71570155555608,36.27729309191032,47.0,47.0,21.24908701115713,35.85662593352465,0.0,0.0,,,47.0,47.0,21.24908701115713,35.85662593352465,188.0,188.0,21.545938477453102,35.91142777306051,0.0,0.0,,,188.0,188.0,21.545938477453102,35.91142777306051
M50O0D1,work-1,1101,1.101,50,142.0,0.1159183673469387,5.68,0.98,0.02,5.68,,200,19600.0,260.0,0.0132653061224489,2.6,0.68,410,150,0.98,0.98,35.68247944339026,71.36495888678051,,0,0,24.0,0.0,0.98,0.48,0.36,0.14,0.98,0.48,0.36,0.14,0.98,0.48,0.36,0.14,77469.0,77469.0,23.23442233488568,36.2862624277894,0.0,0.0,,,77469.0,77469.0,23.23442233488568,36.2862624277894,77469.0,48.99999999999999,23.23442233488568,36.2862624277894,0.0,0.0,,,77469.0,48.99999999999999,23.23442233488568,36.2862624277894,49.0,49.0,22.95796381768077,37.41529096705824,0.0,0.0,,,49.0,49.0,22.95796381768077,37.41529096705824,196.0,196.0,22.99934870978162,36.1318076096668,0.0,0.0,,,196.0,196.0,22.99934870978162,36.1318076096668
M50O0D1,work-1,1201,1.201,50,157.0,0.1281632653061224,6.28,1.0,0.0,6.28,,200,19600.0,255.0,0.0130102040816326,2.55,0.595,405,150,1.0,1.0,28.585705249841872,57.17141049968375,,0,0,23.0,0.0,1.0,0.46,0.42,0.12,1.0,0.46,0.42,0.12,1.0,0.46,0.42,0.12,79050.0,79050.0,22.732625448544752,36.06860337870133,0.0,0.0,,,79050.0,79050.0,22.732625448544752,36.06860337870133,79050.0,50.0,22.73262544854475,36.06860337870133,0.0,0.0,,,79050.0,50.0,22.73262544854475,36.06860337870133,50.0,50.0,22.4470425695381,35.193132020870564,0.0,0.0,,,50.0,50.0,22.4470425695381,35.193132020870564,200.0,200.0,22.521811521807987,35.2703420334823,0.0,0.0,,,200.0,200.0,22.521811521807987,35.2703420334823
M50O0D1,work-1,1301,1.301,50,117.0,0.0955102040816326,4.68,0.94,0.06,4.68,,200,19600.0,200.0,0.010204081632653,2.0,0.53,350,150,0.94,0.94,28.18595825426945,56.3719165085389,,0,0,22.0,0.0,0.94,0.44,0.28,0.22,0.94,0.44,0.28,0.22,0.94,0.44,0.28,0.22,74307.0,74307.0,21.905933896795343,35.46972673683672,0.0,0.0,,,74307.0,74307.0,21.905933896795343,35.46972673683672,74307.0,47.0,21.905933896795343,35.46972673683672,0.0,0.0,,,74307.0,47.0,21.905933896795343,35.46972673683672,47.0,47.0,20.81616319172852,30.76585110451873,0.0,0.0,,,47.0,47.0,20.81616319172852,30.76585110451873,188.0,188.0,21.653063680415407,34.855712619080656,0.0,0.0,,,188.0,188.0,21.653063680415407,34.855712619080656
M50O0D1,work-1,1401,1.401,50,138.0,0.1126530612244898,5.52,1.0,0.0,5.52,,200,19600.0,229.0,0.0116836734693877,2.29,0.335,379,150,1.0,1.0,26.62618595825427,53.25237191650854,,0,0,22.0,0.0,1.0,0.44,0.34,0.22,1.0,0.44,0.34,0.22,1.0,0.44,0.34,0.22,79050.0,79050.0,23.11971253717716,35.79076678078625,0.0,0.0,,,79050.0,79050.0,23.11971253717716,35.79076678078625,79050.0,50.0,23.11971253717716,35.79076678078625,0.0,0.0,,,79050.0,50.0,23.11971253717716,35.79076678078625,50.0,50.0,22.691084718362426,34.89363099974337,0.0,0.0,,,50.0,50.0,22.691084718362426,34.89363099974337,200.0,200.0,22.963698175980586,35.42742092133818,0.0,0.0,,,200.0,200.0,22.963698175980586,35.42742092133818
M50O0D1,work-1,1501,1.501,50,125.0,0.1020408163265306,5.0,1.0,0.0,5.0,,200,19600.0,190.0,0.0096938775510204,1.9,0.435,340,150,1.0,1.0,22.0404807084124,44.08096141682479,,0,0,24.0,0.0,1.0,0.48,0.36,0.16,1.0,0.48,0.36,0.16,1.0,0.48,0.36,0.16,79050.0,79050.0,23.49380849206194,35.7199153386345,0.0,0.0,,,79050.0,79050.0,23.49380849206194,35.7199153386345,79050.0,50.0,23.49380849206193,35.7199153386345,0.0,0.0,,,79050.0,50.0,23.49380849206193,35.7199153386345,50.0,50.0,23.134127774711963,35.10597916420595,0.0,0.0,,,50.0,50.0,23.134127774711963,35.10597916420595,200.0,200.0,23.35851385723468,35.436367051724254,0.0,0.0,,,200.0,200.0,23.35851385723468,35.436367051724254
M50O0D1,work-1,1601,1.601,50,130.0,0.1061224489795918,5.2,0.98,0.02,5.2,,200,19600.0,217.0,0.0110714285714285,2.17,0.35,367,150,0.98,0.98,25.796331435800127,51.592662871600254,,0,0,25.0,0.0,0.98,0.5,0.3,0.18,0.98,0.5,0.3,0.18,0.98,0.5,0.3,0.18,77469.0,77469.0,22.01797142227456,33.94376830897003,0.0,0.0,,,77469.0,77469.0,22.01797142227456,33.94376830897003,77469.0,48.99999999999999,22.017971422274567,33.94376830897003,0.0,0.0,,,77469.0,48.99999999999999,22.017971422274567,33.94376830897003,49.0,49.0,21.92597742032966,33.69858767828299,0.0,0.0,,,49.0,49.0,21.92597742032966,33.69858767828299,196.0,196.0,21.79790145910606,34.44417324961681,0.0,0.0,,,196.0,196.0,21.79790145910606,34.44417324961681
M50O0D1,work-1,1701,1.701,50,127.0,0.1036734693877551,5.08,0.98,0.02,5.08,,200,19600.0,203.0,0.0103571428571428,2.03,0.63,353,150,0.98,0.98,22.47944339025933,44.95888678051866,,0,0,22.0,0.0,0.98,0.44,0.34,0.2,0.98,0.44,0.34,0.2,0.98,0.44,0.34,0.2,77469.0,77469.0,22.809737105941863,35.35229362030833,0.0,0.0,,,77469.0,77469.0,22.809737105941863,35.35229362030833,77469.0,48.99999999999999,22.809737105941867,35.35229362030833,0.0,0.0,,,77469.0,48.99999999999999,22.809737105941867,35.35229362030833,49.0,49.0,22.752596878293826,33.21909076590849,0.0,0.0,,,49.0,49.0,22.752596878293826,33.21909076590849,196.0,196.0,22.57622768318117,34.71799879861903,0.0,0.0,,,196.0,196.0,22.57622768318117,34.71799879861903
M50O0D1,work-1,1801,1.801,50,128.0,0.1044897959183673,5.12,1.0,0.0,5.12,,200,19600.0,219.0,0.0111734693877551,2.19,0.43,369,150,1.0,1.0,26.91714104996837,53.83428209993675,,0,0,23.0,0.0,1.0,0.46,0.28,0.26,1.0,0.46,0.28,0.26,1.0,0.46,0.28,0.26,79050.0,79050.0,22.50219783742581,35.4972764860191,0.0,0.0,,,79050.0,79050.0,22.50219783742581,35.4972764860191,79050.0,50.0,22.50219783742581,35.4972764860191,0.0,0.0,,,79050.0,50.0,22.50219783742581,35.4972764860191,50.0,50.0,22.14176742910623,33.29122855120527,0.0,0.0,,,50.0,50.0,22.14176742910623,33.29122855120527,200.0,200.0,22.387312227267184,35.11340908440084,0.0,0.0,,,200.0,200.0,22.387312227267184,35.11340908440084
M50O0D1,work-1,1901,1.901,50,128.0,0.1044897959183673,5.12,0.98,0.02,5.12,,200,19600.0,218.0,0.0111224489795918,2.18,0.46,368,150,0.98,0.98,27.88867805186591,55.77735610373182,,0,0,22.0,0.0,0.98,0.44,0.38,0.16,0.98,0.44,0.38,0.16,0.98,0.44,0.38,0.16,77469.0,77469.0,22.96408268386521,37.23542957490508,0.0,0.0,,,77469.0,77469.0,22.96408268386521,37.23542957490508,77469.0,48.99999999999999,22.96408268386521,37.23542957490508,0.0,0.0,,,77469.0,48.99999999999999,22.96408268386521,37.23542957490508,49.0,49.0,22.58473295883274,37.95157070921455,0.0,0.0,,,49.0,49.0,22.58473295883274,37.95157070921455,196.0,196.0,22.837284676698285,37.84975906114359,0.0,0.0,,,196.0,196.0,22.837284676698285,37.84975906114359
M50O0D1,work-1,2001,2.001,50,134.0,0.1093877551020408,5.36,1.0,0.0,5.36,,200,19600.0,224.0,0.0114285714285714,2.24,0.63,374,150,1.0,1.0,30.251739405439597,60.50347881087919,,0,0,25.0,0.0,1.0,0.5,0.36,0.14,1.0,0.5,0.36,0.14,1.0,0.5,0.36,0.14,79050.0,79050.0,22.178611927727093,35.714272287491326,0.0,0.0,,,79050.0,79050.0,22.178611927727093,35.714272287491326,79050.0,50.0,22.17861192772709,35.714272287491326,0.0,0.0,,,79050.0,50.0,22.17861192772709,35.714272287491326,50.0,50.0,22.021041175423797,33.83028166042666,0.0,0.0,,,50.0,50.0,22.021041175423797,33.83028166042666,200.0,200.0,22.084008640740358,35.40318848253822,0.0,0.0,,,200.0,200.0,22.084008640740358,35.40318848253822
M50O0D1,work-1,2101,2.101,50,129.0,0.1053061224489795,5.16,0.98,0.02,5.16,,200,19600.0,232.0,0.0118367346938775,2.32,0.53,382,150,0.98,0.98,28.33649588867805,56.6729917773561,,0,0,25.0,0.0,0.98,0.5,0.4,0.08,0.98,0.5,0.4,0.08,0.98,0.5,0.4,0.08,77469.0,77469.0,22.92351810307491,36.97692842985561,0.0,0.0,,,77469.0,77469.0,22.92351810307491,36.97692842985561,77469.0,48.99999999999999,22.923518103074912,36.97692842985561,0.0,0.0,,,77469.0,48.99999999999999,22.923518103074912,36.97692842985561,49.0,49.0,22.72217078988907,34.34158493144911,0.0,0.0,,,49.0,49.0,22.72217078988907,34.34158493144911,196.0,196.0,22.856177289881053,37.25188457543061,0.0,0.0,,,196.0,196.0,22.856177289881053,37.25188457543061
M50O0D1,work-1,2201,2.201,50,135.0,0.110204081632653,5.4,1.0,0.0,5.4,,200,19600.0,216.0,0.0110204081632653,2.16,0.61,366,150,1.0,1.0,27.319418089816573,54.638836179633145,,0,0,24.0,0.0,1.0,0.48,0.44,0.08,1.0,0.48,0.44,0.08,1.0,0.48,0.44,0.08,79050.0,79050.0,22.85872491360578,36.17392323360534,0.0,0.0,,,79050.0,79050.0,22.85872491360578,36.17392323360534,79050.0,50.0,22.858724913605784,36.17392323360534,0.0,0.0,,,79050.0,50.0,22.858724913605784,36.17392323360534,50.0,50.0,22.586416607586315,36.139016602341336,0.0,0.0,,,50.0,50.0,22.586416607586315,36.139016602341336,200.0,200.0,22.72227795173469,35.666653355825474,0.0,0.0,,,200.0,200.0,22.72227795173469,35.666653355825474
M50O0D1,work-1,2301,2.301,50,133.0,0.1085714285714285,5.32,0.98,0.02,5.32,,200,19600.0,216.0,0.0110204081632653,2.16,0.585,366,150,0.98,0.98,25.475015812776725,50.95003162555345,,0,0,26.0,0.0,0.98,0.52,0.34,0.12,0.98,0.52,0.34,0.12,0.98,0.52,0.34,0.12,77469.0,77469.0,23.058371338323976,35.78275569915144,0.0,0.0,,,77469.0,77469.0,23.058371338323976,35.78275569915144,77469.0,48.99999999999999,23.058371338323976,35.78275569915144,0.0,0.0,,,77469.0,48.99999999999999,23.058371338323976,35.78275569915144,49.0,49.0,22.588952181122345,35.83495902995627,0.0,0.0,,,49.0,49.0,22.588952181122345,35.83495902995627,196.0,196.0,22.913474997521448,35.92412811679374,0.0,0.0,,,196.0,196.0,22.913474997521448,35.92412811679374
M50O0D1,work-1,2401,2.401,50,143.0,0.116734693877551,5.72,1.0,0.0,5.72,,200,19600.0,234.0,0.011938775510204,2.34,0.56,384,150,1.0,1.0,27.51043643263757,55.020872865275145,,0,0,26.0,0.0,1.0,0.52,0.38,0.1,1.0,0.52,0.38,0.1,1.0,0.52,0.38,0.1,79050.0,79050.0,23.77736062566772,36.93496847576559,0.0,0.0,,,79050.0,79050.0,23.77736062566772,36.93496847576559,79050.0,50.0,23.777360625667725,36.93496847576559,0.0,0.0,,,79050.0,50.0,23.777360625667725,36.93496847576559,50.0,50.0,23.212854625095865,34.76836322987972,0.0,0.0,,,50.0,50.0,23.212854625095865,34.76836322987972,200.0,200.0,23.64746235838714,36.80007265613168,0.0,0.0,,,200.0,200.0,23.64746235838714,36.80007265613168
M50O0D1,work-1,2501,2.501,50,135.0,0.110204081632653,5.4,0.96,0.04,5.4,,200,19600.0,227.0,0.0115816326530612,2.27,0.52,377,150,0.96,0.96,27.805186590765334,55.61037318153068,,0,0,28.0,0.0,0.96,0.56,0.36,0.04,0.96,0.56,0.36,0.04,0.96,0.56,0.36,0.04,75888.0,75888.0,20.09033923753681,31.405225958504133,0.0,0.0,,,75888.0,75888.0,20.09033923753681,31.405225958504133,75888.0,47.99999999999999,20.090339237536813,31.405225958504133,0.0,0.0,,,75888.0,47.99999999999999,20.090339237536813,31.405225958504133,48.0,48.0,19.552243518313123,29.810875339144182,0.0,0.0,,,48.0,48.0,19.552243518313123,29.810875339144182,192.0,192.0,19.92910642230383,30.55102360780212,0.0,0.0,,,192.0,192.0,19.92910642230383,30.55102360780212
M50O0D1,work-1,2601,2.601,50,144.0,0.1175510204081632,5.76,0.98,0.02,5.76,,200,19600.0,223.0,0.0113775510204081,2.23,0.42,373,150,0.98,0.98,27.323213156230235,54.64642631246047,,0,0,29.0,0.0,0.98,0.58,0.36,0.04,0.98,0.58,0.36,0.04,0.98,0.58,0.36,0.04,77469.0,77469.0,22.43146418648765,34.631789288056346,0.0,0.0,,,77469.0,77469.0,22.43146418648765,34.631789288056346,77469.0,48.99999999999999,22.43146418648765,34.631789288056346,0.0,0.0,,,77469.0,48.99999999999999,22.43146418648765,34.631789288056346,49.0,49.0,21.73787833084924,32.65837433748988,0.0,0.0,,,49.0,49.0,21.73787833084924,32.65837433748988,196.0,196.0,22.236816216146988,35.03293292938525,0.0,0.0,,,196.0,196.0,22.236816216146988,35.03293292938525
M50O0D1,work-1,2701,2.701,50,140.0,0.1142857142857142,5.6,1.0,0.0,5.6,,200,19600.0,220.0,0.0112244897959183,2.2,0.51,370,150,1.0,1.0,23.43453510436433,46.86907020872865,,0,0,25.0,0.0,1.0,0.5,0.38,0.12,1.0,0.5,0.38,0.12,1.0,0.5,0.38,0.12,79050.0,79050.0,21.164067446143413,33.60320558305351,0.0,0.0,,,79050.0,79050.0,21.164067446143413,33.60320558305351,79050.0,50.0,21.164067446143417,33.60320558305351,0.0,0.0,,,79050.0,50.0,21.164067446143417,33.60320558305351,50.0,50.0,20.967982136601005,32.286199486573096,0.0,0.0,,,50.0,50.0,20.967982136601005,32.286199486573096,200.0,200.0,20.9393194132158,33.06830671739389,0.0,0.0,,,200.0,200.0,20.9393194132158,33.06830671739389
M50O0D1,work-1,2801,2.801,50,154.0,0.1257142857142857,6.16,0.98,0.02,6.16,,200,19600.0,256.0,0.0130612244897959,2.56,0.57,406,150,0.98,0.98,32.33396584440228,64.66793168880456,,0,0,28.0,0.0,0.98,0.56,0.32,0.1,0.98,0.56,0.32,0.1,0.98,0.56,0.32,0.1,77469.0,77469.0,21.4549274961592,34.69400050722063,0.0,0.0,,,77469.0,77469.0,21.4549274961592,34.69400050722063,77469.0,48.99999999999999,21.454927496159204,34.69400050722063,0.0,0.0,,,77469.0,48.99999999999999,21.454927496159204,34.69400050722063,49.0,49.0,20.97877720187721,34.42286189066759,0.0,0.0,,,49.0,49.0,20.97877720187721,34.42286189066759,196.0,196.0,21.219685311294565,35.36089333043271,0.0,0.0,,,196.0,196.0,21.219685311294565,35.36089333043271
M50O0D1,work-1,2901,2.901,50,148.0,0.1208163265306122,5.92,1.0,0.0,5.92,,200,19600.0,228.0,0.0116326530612244,2.28,0.525,378,150,1.0,1.0,29.90638836179633,59.81277672359266,,0,0,24.0,0.0,1.0,0.48,0.48,0.04,1.0,0.48,0.48,0.04,1.0,0.48,0.48,0.04,79050.0,79050.0,21.464525601498934,34.6122653528562,0.0,0.0,,,79050.0,79050.0,21.464525601498934,34.6122653528562,79050.0,50.0,21.46452560149894,34.6122653528562,0.0,0.0,,,79050.0,50.0,21.46452560149894,34.6122653528562,50.0,50.0,21.09129737987316,31.530403089664837,0.0,0.0,,,50.0,50.0,21.09129737987316,31.530403089664837,200.0,200.0,21.320253172771977,34.191333154181386,0.0,0.0,,,200.0,200.0,21.320253172771977,34.191333154181386
M50O0D1,work-1,3001,3.001,50,132.0,0.1077551020408163,5.28,0.96,0.04,5.28,,200,19600.0,226.0,0.0115306122448979,2.26,0.555,376,150,0.96,0.96,28.36812144212524,56.73624288425047,,0,0,24.0,0.0,0.96,0.48,0.42,0.06,0.96,0.48,0.42,0.06,0.96,0.48,0.42,0.06,75888.0,75888.0,21.491903554126004,33.86920736184717,0.0,0.0,,,75888.0,75888.0,21.491903554126004,33.86920736184717,75888.0,47.99999999999999,21.49190355412601,33.86920736184717,0.0,0.0,,,75888.0,47.99999999999999,21.49190355412601,33.86920736184717,48.0,48.0,20.904437856949293,34.45311157074673,0.0,0.0,,,48.0,48.0,20.904437856949293,34.45311157074673,192.0,192.0,21.223733385284284,33.864025331354185,0.0,0.0,,,192.0,192.0,21.223733385284284,33.864025331354185
M50O0D1,work-1,3101,3.101,50,113.0,0.0922448979591836,4.52,0.98,0.02,4.52,,200,19600.0,184.0,0.0093877551020408,1.84,0.39,334,150,0.98,0.98,22.59076533839342,45.18153067678684,,0,0,23.0,0.0,0.98,0.46,0.36,0.16,0.98,0.46,0.36,0.16,0.98,0.46,0.36,0.16,77469.0,77469.0,22.98715155711773,36.8682655195076,0.0,0.0,,,77469.0,77469.0,22.98715155711773,36.8682655195076,77469.0,48.99999999999999,22.987151557117738,36.8682655195076,0.0,0.0,,,77469.0,48.99999999999999,22.987151557117738,36.8682655195076,49.0,49.0,22.90904991873682,39.203927717615855,0.0,0.0,,,49.0,49.0,22.90904991873682,39.203927717615855,196.0,196.0,22.860261349823976,37.01661387354355,0.0,0.0,,,196.0,196.0,22.860261349823976,37.01661387354355
M50O0D1,work-1,3201,3.201,50,138.0,0.1126530612244898,5.52,0.98,0.02,5.52,,200,19600.0,235.0,0.0119897959183673,2.35,0.7,385,150,0.98,0.98,32.18342820999367,64.36685641998734,,0,0,25.0,0.0,0.98,0.5,0.4,0.08,0.98,0.5,0.4,0.08,0.98,0.5,0.4,0.08,77469.0,77469.0,24.256956531565024,37.95622236437016,0.0,0.0,,,77469.0,77469.0,24.256956531565024,37.95622236437016,77469.0,48.99999999999999,24.256956531565027,37.95622236437016,0.0,0.0,,,77469.0,48.99999999999999,24.256956531565027,37.95622236437016,49.0,49.0,24.529076849333176,40.43383287630704,0.0,0.0,,,49.0,49.0,24.529076849333176,40.43383287630704,196.0,196.0,24.27157267982063,37.899062877152566,0.0,0.0,,,196.0,196.0,24.27157267982063,37.899062877152566
M50O0D1,work-1,3301,3.301,50,134.0,0.1093877551020408,5.36,1.0,0.0,5.36,,200,19600.0,209.0,0.0106632653061224,2.09,0.47,359,150,1.0,1.0,25.748260594560406,51.49652118912081,,0,0,23.0,0.0,1.0,0.46,0.4,0.14,1.0,0.46,0.4,0.14,1.0,0.46,0.4,0.14,79050.0,79050.0,21.672249509436227,35.38137321807884,0.0,0.0,,,79050.0,79050.0,21.672249509436227,35.38137321807884,79050.0,50.0,21.672249509436227,35.38137321807884,0.0,0.0,,,79050.0,50.0,21.672249509436227,35.38137321807884,50.0,50.0,20.83472794121384,33.49100778999533,0.0,0.0,,,50.0,50.0,20.83472794121384,33.49100778999533,200.0,200.0,21.507534449756594,34.595449242511165,0.0,0.0,,,200.0,200.0,21.507534449756594,34.595449242511165
