replicate,system,frame,time_us,box_nm,n_MED1_sequence_equivalents,n_MED1_physical_chains,n_OCT4,n_DNA,n_physical_proteins,direct_largest_protein_fraction,augmented_largest_protein_fraction,DNA_component_protein_fraction,DNA_component_MED1,DNA_component_OCT4,n_PP_edges,PP_edge_density,OO_contact_probability,MM_contact_probability,OM_contact_probability,OD_contact_probability,MD_contact_probability,OCT4_mean_degree,MED1_mean_degree,DNA_mean_degree,OCT4_fraction_contacting_DNA,MED1_fraction_contacting_DNA,DNA_Rg_nm,DNA_Ree_nm,DNA_asphericity,DNA_fraction_beads_contacting_OCT4,DNA_fraction_beads_contacting_MED1,DNA_fraction_beads_contacting_any_protein,N_OCT4_molecules_contacting_DNA,N_MED1_molecules_contacting_DNA
work,M10O90D1-S2,3901,3.901,82.668389,10,20,90,1,110,0.5727272727272728,0.5727272727272728,0.5727272727272728,9.0,54.0,188,0.0313594662218515,0.0352059925093632,0.0210526315789473,0.0238888888888888,0.3888888888888889,0.15,4.0,2.7,38.0,0.3888888888888889,0.15,17.581619810081595,57.53383044264918,0.93874753042296,0.93,0.2175,1.0,35.0,3.0
work,M10O90D1-S2,4001,4.001,82.668389,10,20,90,1,110,0.4454545454545454,0.4454545454545454,0.4454545454545454,4.0,45.0,165,0.0275229357798165,0.0342072409488139,0.0157894736842105,0.0138888888888888,0.3888888888888889,0.1,3.7111111111111112,1.65,37.0,0.3888888888888889,0.1,17.157296124810088,53.21743917435677,0.790943377512555,0.9575,0.1025,1.0,35.0,2.0
work,M10O90D1-S2,4101,4.101,82.668389,10,20,90,1,110,0.4818181818181818,0.4818181818181818,0.4818181818181818,4.0,49.0,193,0.0321934945788156,0.0409488139825218,0.0157894736842105,0.0144444444444444,0.4,0.1,4.333333333333333,1.7,38.0,0.4,0.1,17.400634526109073,57.09941022391038,0.9307808427417262,0.985,0.1,1.0,36.0,2.0
work,M10O90D1-S2,4201,4.2010000000000005,82.668389,10,20,90,1,110,0.4363636363636363,0.4363636363636363,0.4363636363636363,6.0,42.0,161,0.0268557130942452,0.0324594257178526,0.0210526315789473,0.015,0.3777777777777777,0.1,3.566666666666667,1.85,36.0,0.3777777777777777,0.1,18.43791372622628,59.65704849809639,0.947567001420962,0.95,0.1225,0.995,34.0,2.0
work,M10O90D1-S2,4301,4.301,82.668389,10,20,90,1,110,0.3727272727272727,0.3727272727272727,0.3727272727272727,3.0,38.0,147,0.0245204336947456,0.0282147315855181,0.0421052631578947,0.0144444444444444,0.3666666666666666,0.05,3.1666666666666665,2.15,34.0,0.3666666666666666,0.05,17.607993553748887,56.34715774026126,0.8383416476655459,0.98,0.065,1.0,33.0,1.0
work,M10O90D1-S2,4401,4.401,82.668389,10,20,90,1,110,0.5,0.5,0.5,9.0,46.0,155,0.0258548790658882,0.0292134831460674,0.0263157894736842,0.0183333333333333,0.3555555555555555,0.1,3.3222222222222224,2.25,34.0,0.3555555555555555,0.1,17.645680809210035,59.08520160952912,0.9009400228720872,0.995,0.085,1.0,32.0,2.0
work,M10O90D1-S2,4501,4.501,82.668389,10,20,90,1,110,0.3636363636363636,0.3636363636363636,0.3636363636363636,2.0,38.0,154,0.0256880733944954,0.029712858926342,0.031578947368421,0.0161111111111111,0.3666666666666666,0.05,3.333333333333333,2.1,34.0,0.3666666666666666,0.05,16.77884558118375,54.23618999119589,0.8579684499871828,0.9875,0.055,1.0,33.0,1.0
work,M10O90D1-S2,4601,4.601,82.668389,10,20,90,1,110,0.3727272727272727,0.3727272727272727,0.3727272727272727,5.0,36.0,160,0.0266889074228523,0.0267166042446941,0.0263157894736842,0.0266666666666666,0.3555555555555555,0.1,3.2666666666666666,3.0,34.0,0.3555555555555555,0.1,18.062213891626374,60.82924800933864,0.9538752999489234,0.975,0.1025,0.9975,32.0,2.0
work,M10O90D1-S2,4701,4.7010000000000005,82.668389,10,20,90,1,110,0.4090909090909091,0.4090909090909091,0.4090909090909091,6.0,39.0,164,0.0273561301084236,0.0299625468164794,0.0210526315789473,0.0222222222222222,0.3777777777777777,0.1,3.488888888888889,2.5,36.0,0.3777777777777777,0.1,17.919349185272907,57.06088212221682,0.8601521618658845,0.98,0.11,0.9975,34.0,2.0
work,M10O90D1-S2,4801,4.801,82.668389,10,20,90,1,110,0.4363636363636363,0.4363636363636363,0.4363636363636363,4.0,44.0,168,0.0280233527939949,0.0334581772784019,0.0105263157894736,0.0177777777777777,0.4,0.1,3.733333333333333,1.9,38.0,0.4,0.1,17.521842756204656,55.01597449048116,0.8875322967958194,0.98,0.125,0.9925,36.0,2.0
work,M10O90D1-S2,4901,4.901,82.668389,10,20,90,1,110,0.4090909090909091,0.4090909090909091,0.4090909090909091,2.0,43.0,160,0.0266889074228523,0.0309612983770287,0.0263157894736842,0.0172222222222222,0.3777777777777777,0.1,3.477777777777778,2.15,36.0,0.3777777777777777,0.1,16.923412703673257,52.02213947141739,0.7532417991246184,0.995,0.09,1.0,34.0,2.0
work-1,M10O90D1-S2,1001,1.001,82.668389,10,20,90,1,110,0.4181818181818181,0.4181818181818181,0.4181818181818181,7.0,39.0,156,0.026021684737281,0.0254681647940074,0.0263157894736842,0.0272222222222222,0.3222222222222222,0.25,3.1333333333333333,3.2,34.0,0.3222222222222222,0.25,17.817383045346514,59.5778412039934,0.9201411287335504,0.945,0.39,0.9975,29.0,5.0
work-1,M10O90D1-S2,1101,1.101,82.668389,10,20,90,1,110,0.3909090909090909,0.3909090909090909,0.3909090909090909,9.0,34.0,145,0.0241868223519599,0.0262172284644194,0.0157894736842105,0.0205555555555555,0.3111111111111111,0.25,3.055555555555556,2.4,33.0,0.3111111111111111,0.25,15.345014991833573,41.35754938345416,0.5276236384631191,0.94,0.345,1.0,28.0,5.0
work-1,M10O90D1-S2,1201,1.201,82.668389,10,20,90,1,110,0.4818181818181818,0.4818181818181818,0.4818181818181818,10.0,43.0,167,0.0278565471226021,0.0272159800249687,0.0210526315789473,0.03,0.3222222222222222,0.25,3.344444444444445,3.35,34.0,0.3222222222222222,0.25,14.068415140727092,37.6314869376693,0.4623546536459509,0.94,0.41,1.0,29.0,5.0
work-1,M10O90D1-S2,1301,1.301,82.668389,10,20,90,1,110,0.509090909090909,0.509090909090909,0.509090909090909,12.0,44.0,165,0.0275229357798165,0.0269662921348314,0.031578947368421,0.0283333333333333,0.3333333333333333,0.25,3.3,3.4,35.0,0.3333333333333333,0.25,14.747134924552622,37.78133263144937,0.4193407154840396,0.945,0.35,0.995,30.0,5.0
work-1,M10O90D1-S2,1401,1.401,82.668389,10,20,90,1,110,0.4818181818181818,0.4818181818181818,0.4818181818181818,9.0,44.0,163,0.0271893244370308,0.0292134831460674,0.0263157894736842,0.0227777777777777,0.3444444444444444,0.2,3.4,2.75,35.0,0.3444444444444444,0.2,17.906596333669338,57.44425325442664,0.848946284057871,0.96,0.315,1.0,31.0,4.0
work-1,M10O90D1-S2,1501,1.501,82.668389,10,20,90,1,110,0.5818181818181818,0.5818181818181818,0.5818181818181818,11.0,53.0,143,0.0238532110091743,0.0224719101123595,0.0210526315789473,0.0272222222222222,0.3333333333333333,0.2,2.8777777777777778,3.05,34.0,0.3333333333333333,0.2,18.22761367518852,60.80802013871336,0.944184240280265,0.9125,0.295,0.995,30.0,4.0
work-1,M10O90D1-S2,1601,1.601,82.668389,10,20,90,1,110,0.4363636363636363,0.4363636363636363,0.4363636363636363,9.0,39.0,150,0.0250208507089241,0.0247191011235955,0.0210526315789473,0.0261111111111111,0.3222222222222222,0.3,3.0444444444444443,3.05,35.0,0.3222222222222222,0.3,17.835074546231635,55.93383963055117,0.8627791904073351,0.96,0.3475,1.0,29.0,6.0
work-1,M10O90D1-S2,1701,1.701,82.668389,10,20,90,1,110,0.4727272727272727,0.4727272727272727,0.4727272727272727,10.0,42.0,163,0.0271893244370308,0.0259675405742821,0.0157894736842105,0.0311111111111111,0.3,0.3,3.2333333333333334,3.4,33.0,0.3,0.3,15.449016109437515,46.81034522693285,0.7165586162687969,0.89,0.33,1.0,27.0,6.0
work-1,M10O90D1-S2,1801,1.801,82.668389,10,20,90,1,110,0.4,0.4,0.4,8.0,36.0,125,0.0208507089241034,0.0224719101123595,0.0263157894736842,0.0166666666666666,0.3111111111111111,0.25,2.6444444444444444,2.25,33.0,0.3111111111111111,0.25,16.624558966328944,49.5834906842843,0.6715726407874284,0.94,0.34,1.0,28.0,5.0
work-1,M10O90D1-S2,1901,1.901,82.668389,10,20,90,1,110,0.4363636363636363,0.4363636363636363,0.4363636363636363,8.0,40.0,158,0.0263552960800667,0.0269662921348314,0.0105263157894736,0.0266666666666666,0.3333333333333333,0.25,3.2666666666666666,2.85,35.0,0.3333333333333333,0.25,16.339830983528334,45.421446023095534,0.6481970725520274,0.95,0.29,0.9925,30.0,5.0
work-1,M10O90D1-S2,2001,2.001,82.668389,10,20,90,1,110,0.3454545454545454,0.3454545454545454,0.3454545454545454,4.0,34.0,123,0.0205170975813177,0.0234706616729088,0.0210526315789473,0.0138888888888888,0.3111111111111111,0.2,2.6777777777777776,1.85,32.0,0.3111111111111111,0.2,15.66556526130526,42.84682540740103,0.6603039500662227,0.9,0.2875,1.0,28.0,4.0
work-1,M10O90D1-S2,2101,2.101,82.668389,10,20,90,1,110,0.4454545454545454,0.4454545454545454,0.4454545454545454,7.0,42.0,164,0.0273561301084236,0.0277153558052434,0.0368421052631578,0.0255555555555555,0.3444444444444444,0.25,3.3222222222222224,3.25,36.0,0.3444444444444444,0.25,14.06618172591056,37.92466129026218,0.5240888971441724,0.93,0.3125,1.0,31.0,5.0
work-1,M10O90D1-S2,2201,2.201,82.668389,10,20,90,1,110,0.4545454545454545,0.4545454545454545,0.4545454545454545,8.0,42.0,152,0.0253544620517097,0.0277153558052434,0.0157894736842105,0.0211111111111111,0.3333333333333333,0.25,3.2222222222222223,2.45,35.0,0.3333333333333333,0.25,13.637602430862431,31.412287669396253,0.4252631263414816,0.905,0.3175,1.0,30.0,5.0
work-1,M10O90D1-S2,2301,2.301,82.668389,10,20,90,1,110,0.4454545454545454,0.4454545454545454,0.4454545454545454,8.0,41.0,156,0.026021684737281,0.0242197253433208,0.0368421052631578,0.0288888888888888,0.3222222222222222,0.3,3.055555555555556,3.6,35.0,0.3222222222222222,0.3,16.92511840709075,50.53428082124529,0.800934329719885,0.905,0.3675,1.0,29.0,6.0
work-1,M10O90D1-S2,2401,2.401,82.668389,10,20,90,1,110,0.4545454545454545,0.4545454545454545,0.4545454545454545,8.0,42.0,152,0.0253544620517097,0.0259675405742821,0.0157894736842105,0.025,0.3444444444444444,0.25,3.1555555555555554,2.8,36.0,0.3444444444444444,0.25,17.116528430678084,54.82414723059481,0.8068506571685038,0.8825,0.315,1.0,31.0,5.0
work-1,M10O90D1-S2,2501,2.501,82.668389,10,20,90,1,110,0.4545454545454545,0.4545454545454545,0.4545454545454545,8.0,42.0,160,0.0266889074228523,0.0252184769038701,0.0210526315789473,0.0305555555555555,0.3444444444444444,0.3,3.2,3.45,37.0,0.3444444444444444,0.3,17.60951356870206,57.36459367707367,0.9024504207413034,0.9075,0.29,0.985,31.0,6.0
work-1,M10O90D1-S2,2601,2.601,82.668389,10,20,90,1,110,0.3818181818181818,0.3818181818181818,0.3818181818181818,7.0,35.0,146,0.0243536280233527,0.0224719101123595,0.0157894736842105,0.0294444444444444,0.3333333333333333,0.25,2.922222222222222,3.2,35.0,0.3333333333333333,0.25,17.41339794662614,55.37529600012737,0.8404005614292286,0.9675,0.31,0.9975,30.0,5.0
work-1,M10O90D1-S2,2701,2.701,82.668389,10,20,90,1,110,0.4636363636363636,0.4636363636363636,0.4636363636363636,8.0,43.0,157,0.0261884904086738,0.0259675405742821,0.0368421052631578,0.0255555555555555,0.3222222222222222,0.2,3.1444444444444444,3.2,33.0,0.3222222222222222,0.2,17.259298261216813,55.00410412438746,0.8353855515106328,0.9275,0.3525,1.0,29.0,4.0
work-1,M10O90D1-S2,2801,2.801,82.668389,10,20,90,1,110,0.4090909090909091,0.4090909090909091,0.4090909090909091,7.0,38.0,134,0.0223519599666388,0.0212234706616729,0.0157894736842105,0.0255555555555555,0.3222222222222222,0.3,2.7222222222222223,2.9,35.0,0.3222222222222222,0.3,18.48895790334552,61.44472217476551,0.9575993638479195,0.935,0.345,1.0,29.0,6.0
work-1,M10O90D1-S2,2901,2.901,82.668389,10,20,90,1,110,0.4363636363636363,0.4363636363636363,0.4363636363636363,9.0,39.0,144,0.0240200166805671,0.0212234706616729,0.0105263157894736,0.0316666666666666,0.3222222222222222,0.3,2.844444444444445,3.35,35.0,0.3222222222222222,0.3,18.605408360516552,61.91807875687608,0.9578319316703124,0.945,0.395,1.0,29.0,6.0
work-1,M10O90D1-S2,3001,3.001,82.668389,10,20,90,1,110,0.4272727272727272,0.4272727272727272,0.4272727272727272,8.0,39.0,165,0.0275229357798165,0.0237203495630461,0.031578947368421,0.0355555555555555,0.3,0.4,3.1222222222222222,4.2,35.0,0.3,0.4,17.61106463976776,54.10685807054034,0.8601147529294058,0.91,0.47,1.0,27.0,8.0
work-1,M10O90D1-S2,3101,3.101,82.668389,10,20,90,1,110,0.4363636363636363,0.4363636363636363,0.4363636363636363,9.0,39.0,146,0.0243536280233527,0.0204744069912609,0.0263157894736842,0.0327777777777777,0.2888888888888888,0.45,2.7666666666666666,3.9,35.0,0.2888888888888888,0.45,18.874301113824103,62.41746075782866,0.9741792984352992,0.9075,0.435,1.0,26.0,9.0
work-1,M10O90D1-S2,3201,3.201,82.668389,10,20,90,1,110,0.3545454545454545,0.3545454545454545,0.3545454545454545,9.0,30.0,154,0.0256880733944954,0.0229712858926342,0.0210526315789473,0.0322222222222222,0.2777777777777778,0.45,2.966666666666667,3.75,34.0,0.2777777777777778,0.45,17.275356513372877,55.80878364729372,0.8561671539831006,0.855,0.575,1.0,25.0,9.0
work-1,M10O90D1-S2,3301,3.301,82.668389,10,20,90,1,110,0.4909090909090909,0.4909090909090909,0.4909090909090909,15.0,39.0,148,0.0246872393661384,0.0187265917602996,0.0631578947368421,0.0338888888888888,0.2888888888888888,0.45,2.6333333333333333,4.7,35.0,0.2888888888888888,0.45,18.32864729905043,59.33999284802252,0.8974652712190446,0.8675,0.49,1.0,26.0,9.0
work-1,M10O90D1-S2,3401,3.401,82.668389,10,20,90,1,110,0.4818181818181818,0.4818181818181818,0.4818181818181818,15.0,38.0,153,0.0255212677231025,0.0194756554307116,0.0473684210526315,0.0366666666666666,0.3222222222222222,0.5,2.7888888888888888,4.7,39.0,0.3222222222222222,0.5,16.30015252587566,51.40017457433604,0.7849188599941853,0.945,0.5325,1.0,29.0,10.0
work-1,M10O90D1-S2,3501,3.501,82.668389,10,20,90,1,110,0.3545454545454545,0.3545454545454545,0.3545454545454545,10.0,29.0,134,0.0223519599666388,0.0172284644194756,0.0368421052631578,0.0322222222222222,0.3,0.4,2.477777777777778,4.0,35.0,0.3,0.4,17.497834113580527,53.88954232135645,0.7828221952602717,0.865,0.4,1.0,27.0,8.0
work-1,M10O90D1-S2,3601,3.601,82.668389,10,20,90,1,110,0.4272727272727272,0.4272727272727272,0.4272727272727272,10.0,37.0,160,0.0266889074228523,0.0229712858926342,0.0263157894736842,0.035,0.2888888888888888,0.4,3.033333333333333,4.05,34.0,0.2888888888888888,0.4,16.37694487266194,52.32071532280268,0.7678996370666191,0.9175,0.48,1.0,26.0,8.0
work-1,M10O90D1-S2,3701,3.701,82.668389,10,20,90,1,110,0.4,0.4,0.4,8.0,36.0,145,0.0241868223519599,0.0204744069912609,0.0368421052631578,0.0311111111111111,0.3222222222222222,0.35,2.7666666666666666,3.85,36.0,0.3222222222222222,0.35,17.98473594589214,59.59308980459311,0.9007729812841048,0.9325,0.395,0.9975,29.0,7.0
work-1,M10O90D1-S2,3801,3.801,82.668389,10,20,90,1,110,0.3545454545454545,0.3545454545454545,0.3545454545454545,6.0,33.0,129,0.0215179316096747,0.0194756554307116,0.0157894736842105,0.0266666666666666,0.3111111111111111,0.25,2.577777777777778,2.95,33.0,0.3111111111111111,0.25,16.506782771078374,54.1015228270296,0.8942772163766589,0.9075,0.37,1.0,28.0,5.0
work-1,M10O90D1-S2,3901,3.901,82.668389,10,20,90,1,110,0.4363636363636363,0.4363636363636363,0.4363636363636363,7.0,41.0,146,0.0243536280233527,0.0239700374531835,0.031578947368421,0.0244444444444444,0.3222222222222222,0.25,2.9444444444444446,3.05,34.0,0.3222222222222222,0.25,18.840458682492027,63.47419732593937,0.9633098491975942,0.9275,0.34,1.0,29.0,5.0
work-1,M10O90D1-S2,4001,4.001,82.668389,10,20,90,1,110,0.3636363636363636,0.3636363636363636,0.3636363636363636,7.0,33.0,150,0.0250208507089241,0.0222222222222222,0.0421052631578947,0.0294444444444444,0.3111111111111111,0.35,2.8777777777777778,3.8,35.0,0.3111111111111111,0.35,16.699705894999344,52.02461436613331,0.7356783983620367,0.905,0.36,0.9975,28.0,7.0
work-1,M10O90D1-S2,4101,4.101,82.668389,10,20,90,1,110,0.3727272727272727,0.3727272727272727,0.3727272727272727,7.0,34.0,135,0.0225187656380316,0.0217228464419475,0.0210526315789473,0.0244444444444444,0.3111111111111111,0.3,2.7333333333333334,2.9,34.0,0.3111111111111111,0.3,15.496196048986448,44.544367794707526,0.5681679603073526,0.97,0.335,1.0,28.0,6.0
work-1,M10O90D1-S2,4201,4.2010000000000005,82.668389,10,20,90,1,110,0.4363636363636363,0.4363636363636363,0.4363636363636363,11.0,37.0,135,0.0225187656380316,0.0187265917602996,0.0631578947368421,0.0266666666666666,0.3,0.4,2.5,4.0,35.0,0.3,0.4,17.591897455030708,54.786723381113255,0.7903791701145343,0.8875,0.355,1.0,27.0,8.0
work-1,M10O90D1-S2,4301,4.301,82.668389,10,20,90,1,110,0.4090909090909091,0.4090909090909091,0.4090909090909091,8.0,37.0,164,0.0273561301084236,0.0257178526841448,0.0473684210526315,0.0288888888888888,0.3444444444444444,0.35,3.2111111111111112,3.85,38.0,0.3444444444444444,0.35,17.80417428974304,58.343947378203296,0.8918662810166252,0.895,0.3725,1.0,31.0,7.0
work-1,M10O90D1-S2,4401,4.401,82.668389,10,20,90,1,110,0.4454545454545454,0.4454545454545454,0.4454545454545454,9.0,40.0,184,0.0306922435362802,0.02896379525593,0.0684210526315789,0.0305555555555555,0.3555555555555555,0.3,3.5444444444444443,4.35,38.0,0.3555555555555555,0.3,17.25189468322236,54.773621312013226,0.8752974346882921,0.93,0.355,1.0,32.0,6.0
work-1,M10O90D1-S2,4501,4.501,82.668389,10,20,90,1,110,0.4909090909090909,0.4909090909090909,0.4909090909090909,10.0,44.0,167,0.0278565471226021,0.0299625468164794,0.031578947368421,0.0227777777777777,0.3777777777777777,0.25,3.5,2.9,39.0,0.3777777777777777,0.25,15.048694348338577,39.07272911471357,0.4684551680482081,0.9425,0.26,1.0,34.0,5.0
work-1,M10O90D1-S2,4601,4.601,82.668389,10,20,90,1,110,0.4909090909090909,0.4909090909090909,0.4909090909090909,10.0,44.0,162,0.027022518765638,0.0284644194756554,0.0421052631578947,0.0222222222222222,0.3666666666666666,0.2,3.344444444444445,3.0,37.0,0.3666666666666666,0.2,16.859922802885144,49.87421569718494,0.7992104465870933,0.955,0.205,1.0,33.0,4.0
work-1,M10O90D1-S2,4701,4.7010000000000005,82.668389,10,20,90,1,110,0.4636363636363636,0.4636363636363636,0.4636363636363636,5.0,46.0,137,0.0228523769808173,0.0244694132334581,0.0052631578947368,0.0211111111111111,0.3555555555555555,0.15,2.955555555555556,2.15,35.0,0.3555555555555555,0.15,16.385448282017737,47.22015862142023,0.7213105910039324,0.9825,0.205,1.0,32.0,3.0
work-1,M10O90D1-S2,4801,4.801,82.668389,10,20,90,1,110,0.5545454545454546,0.5545454545454546,0.5545454545454546,9.0,52.0,164,0.0273561301084236,0.0294631710362047,0.0263157894736842,0.0227777777777777,0.3666666666666666,0.15,3.4444444444444446,2.7,36.0,0.3666666666666666,0.15,15.036082583872622,41.321604272099485,0.486213571636673,0.9475,0.2575,1.0,33.0,3.0
work-1,M10O90D1-S2,4901,4.901,82.668389,10,20,90,1,110,0.4545454545454545,0.4545454545454545,0.4545454545454545,9.0,41.0,165,0.0275229357798165,0.029712858926342,0.0368421052631578,0.0216666666666666,0.3666666666666666,0.15,3.4444444444444446,2.8,36.0,0.3666666666666666,0.15,17.9554012162657,59.45201650248044,0.9707760625306816,0.96,0.235,1.0,33.0,3.0
work-2,M10O90D1-S2,1001,1.001,82.668389,10,20,90,1,110,0.4727272727272727,0.4727272727272727,0.4727272727272727,10.0,42.0,148,0.0246872393661384,0.0224719101123595,0.0263157894736842,0.0294444444444444,0.3,0.3,2.888888888888889,3.45,33.0,0.3,0.3,16.777146108701093,49.896191966597534,0.7104414866217165,0.855,0.395,0.9975,27.0,6.0
work-2,M10O90D1-S2,1101,1.101,82.668389,10,20,90,1,110,0.3909090909090909,0.3909090909090909,0.3909090909090909,8.0,35.0,142,0.0236864053377814,0.0222222222222222,0.0210526315789473,0.0272222222222222,0.3111111111111111,0.35,2.833333333333333,3.2,35.0,0.3111111111111111,0.35,17.590237078505726,56.58388765062673,0.8305926030601751,0.94,0.37,1.0,28.0,7.0
work-2,M10O90D1-S2,1201,1.201,82.668389,10,20,90,1,110,0.3909090909090909,0.3909090909090909,0.3909090909090909,7.0,36.0,147,0.0245204336947456,0.0222222222222222,0.031578947368421,0.0288888888888888,0.3,0.3,2.855555555555556,3.5,33.0,0.3,0.3,17.440662727592816,55.011093758243135,0.8493572224286247,0.8675,0.38,1.0,27.0,6.0
work-2,M10O90D1-S2,1301,1.301,82.668389,10,20,90,1,110,0.4909090909090909,0.4909090909090909,0.4909090909090909,10.0,44.0,152,0.0253544620517097,0.0232209737827715,0.0368421052631578,0.0288888888888888,0.3111111111111111,0.3,2.955555555555556,3.6,34.0,0.3111111111111111,0.3,18.3871770788104,61.99405384571575,0.964783552276749,0.905,0.31,0.9975,28.0,6.0
work-2,M10O90D1-S2,1401,1.401,82.668389,10,20,90,1,110,0.4090909090909091,0.4090909090909091,0.4090909090909091,9.0,36.0,136,0.0226855713094245,0.0209737827715355,0.0473684210526315,0.0238888888888888,0.3111111111111111,0.3,2.6555555555555554,3.35,34.0,0.3111111111111111,0.3,17.41730661704606,55.19756427713094,0.8203382700493821,0.91,0.3,1.0,28.0,6.0
work-2,M10O90D1-S2,1501,1.501,82.668389,10,20,90,1,110,0.3454545454545454,0.3454545454545454,0.3454545454545454,6.0,32.0,130,0.0216847372810675,0.0207240948813982,0.0210526315789473,0.0238888888888888,0.3333333333333333,0.25,2.6555555555555554,2.8,35.0,0.3333333333333333,0.25,18.369733996186987,58.97023383389135,0.9474535781624196,0.95,0.255,0.9975,30.0,5.0
work-2,M10O90D1-S2,1601,1.601,82.668389,10,20,90,1,110,0.3636363636363636,0.3636363636363636,0.3636363636363636,6.0,34.0,123,0.0205170975813177,0.0189762796504369,0.031578947368421,0.0227777777777777,0.3333333333333333,0.2,2.477777777777778,2.85,34.0,0.3333333333333333,0.2,17.058927571725803,52.82789341128363,0.7457591671045096,0.93,0.2225,0.995,30.0,4.0
work-2,M10O90D1-S2,1701,1.701,82.668389,10,20,90,1,110,0.5363636363636364,0.5363636363636364,0.5363636363636364,11.0,48.0,164,0.0273561301084236,0.0244694132334581,0.0263157894736842,0.0338888888888888,0.3222222222222222,0.25,3.1777777777777776,3.8,34.0,0.3222222222222222,0.25,17.26376913345472,50.42829282312332,0.7768508919641939,0.9575,0.32,1.0,29.0,5.0
work-2,M10O90D1-S2,1801,1.801,82.668389,10,20,90,1,110,0.4363636363636363,0.4363636363636363,0.4363636363636363,8.0,40.0,138,0.0230191826522101,0.0217228464419475,0.0157894736842105,0.0266666666666666,0.3222222222222222,0.25,2.7888888888888888,2.95,34.0,0.3222222222222222,0.25,18.5876167073157,62.671531653167634,0.9632980302144564,0.9525,0.305,0.9975,29.0,5.0
work-2,M10O90D1-S2,1901,1.901,82.668389,10,20,90,1,110,0.4727272727272727,0.4727272727272727,0.4727272727272727,10.0,42.0,148,0.0246872393661384,0.0222222222222222,0.031578947368421,0.0294444444444444,0.3222222222222222,0.3,2.888888888888889,3.55,35.0,0.3222222222222222,0.3,18.15354485937946,60.09952593298487,0.944841257904509,0.9725,0.275,1.0,29.0,6.0
work-2,M10O90D1-S2,2001,2.001,82.668389,10,20,90,1,110,0.3545454545454545,0.3545454545454545,0.3545454545454545,7.0,32.0,139,0.023185988323603,0.0204744069912609,0.0263157894736842,0.0288888888888888,0.3111111111111111,0.3,2.7111111111111112,3.4,34.0,0.3111111111111111,0.3,16.29972610440046,51.67707197226031,0.8065133294824322,0.9525,0.405,0.995,28.0,6.0
work-2,M10O90D1-S2,2101,2.101,82.668389,10,20,90,1,110,0.4909090909090909,0.4909090909090909,0.4909090909090909,12.0,42.0,137,0.0228523769808173,0.0217228464419475,0.0210526315789473,0.0255555555555555,0.3111111111111111,0.3,2.7555555555555555,3.0,34.0,0.3111111111111111,0.3,18.595969429556085,61.37049845731904,0.9629092547662944,0.965,0.3425,0.9975,28.0,6.0
work-2,M10O90D1-S2,2201,2.201,82.668389,10,20,90,1,110,0.4181818181818181,0.4181818181818181,0.4181818181818181,9.0,37.0,161,0.0268557130942452,0.0234706616729088,0.031578947368421,0.0338888888888888,0.3111111111111111,0.3,3.077777777777778,3.95,34.0,0.3111111111111111,0.3,18.41598832043648,61.49813938176705,0.9555273372755416,0.985,0.35,1.0,28.0,6.0
work-2,M10O90D1-S2,2301,2.301,82.668389,10,20,90,1,110,0.4727272727272727,0.4727272727272727,0.4727272727272727,9.0,43.0,162,0.027022518765638,0.0249687890137328,0.0157894736842105,0.0327777777777777,0.3222222222222222,0.3,3.2,3.55,35.0,0.3222222222222222,0.3,15.986486667755097,47.20178965156768,0.6622428575985266,0.93,0.4,0.995,29.0,6.0
work-2,M10O90D1-S2,2401,2.401,82.668389,10,20,90,1,110,0.5,0.5,0.5,10.0,45.0,159,0.0265221017514595,0.0269662921348314,0.0052631578947368,0.0277777777777777,0.3111111111111111,0.3,3.2666666666666666,2.9,34.0,0.3111111111111111,0.3,18.3261528831089,59.01250574764101,0.9400049095479418,0.925,0.3675,1.0,28.0,6.0
work-2,M10O90D1-S2,2501,2.501,82.668389,10,20,90,1,110,0.5545454545454546,0.5545454545454546,0.5545454545454546,11.0,50.0,155,0.0258548790658882,0.0232209737827715,0.0263157894736842,0.0316666666666666,0.3333333333333333,0.3,3.033333333333333,3.65,36.0,0.3333333333333333,0.3,18.002150309864398,57.76256081976754,0.8951035360068704,0.9525,0.38,1.0,30.0,6.0
work-2,M10O90D1-S2,2601,2.601,82.668389,10,20,90,1,110,0.4727272727272727,0.4727272727272727,0.4727272727272727,9.0,43.0,151,0.0251876563803169,0.0222222222222222,0.0210526315789473,0.0322222222222222,0.3111111111111111,0.3,2.933333333333333,3.6,34.0,0.3111111111111111,0.3,17.854277586177425,56.10803455179406,0.8808511930874766,0.9175,0.36,0.9975,28.0,6.0
work-2,M10O90D1-S2,2701,2.701,82.668389,10,20,90,1,110,0.4545454545454545,0.4545454545454545,0.4545454545454545,11.0,39.0,158,0.0263552960800667,0.0259675405742821,0.0368421052631578,0.0261111111111111,0.3111111111111111,0.25,3.1444444444444444,3.3,33.0,0.3111111111111111,0.25,17.227846158895904,57.34142264018973,0.8565332753042948,0.91,0.3625,0.9925,28.0,5.0
work-2,M10O90D1-S2,2801,2.801,82.668389,10,20,90,1,110,0.3454545454545454,0.3454545454545454,0.3454545454545454,5.0,33.0,160,0.0266889074228523,0.0274656679151061,0.0157894736842105,0.0261111111111111,0.3222222222222222,0.25,3.2888888888888888,2.9,34.0,0.3222222222222222,0.25,15.762650299339196,48.33123189136259,0.6312821112460523,0.91,0.27,0.9975,29.0,5.0
