replicate,system,frame,time_us,cutoff_nm,largest_cluster_size,largest_cluster_fraction,largest_cluster_residue_fraction,second_cluster_size,second_cluster_fraction,finite_cluster_mean_size,N_clusters_size_ge_2,monomer_fraction
work-2,M0O100,2201,2.201,1.0,19,0.19,0.19,8,0.08,2.753086419753086,18,0.32
work-2,M0O100,2201,2.201,1.2,22,0.22,0.22,9,0.09,2.948717948717949,17,0.31
work-2,M0O100,2201,2.201,1.4,22,0.22,0.22,9,0.09,3.1538461538461537,17,0.29
work-2,M0O100,2301,2.301,1.0,7,0.07,0.07,6,0.06,2.78494623655914,24,0.26
work-2,M0O100,2301,2.301,1.2,7,0.07,0.07,7,0.07,3.0,23,0.26
work-2,M0O100,2301,2.301,1.4,7,0.07,0.07,7,0.07,3.129032258064516,24,0.22
work-2,M0O100,2401,2.401,1.0,10,0.1,0.1,5,0.05,2.4,20,0.34
work-2,M0O100,2401,2.401,1.2,10,0.1,0.1,5,0.05,2.4444444444444446,22,0.3
work-2,M0O100,2401,2.401,1.4,10,0.1,0.1,5,0.05,2.511111111111111,22,0.29
work-2,M0O100,2501,2.501,1.0,8,0.08,0.08,7,0.07,2.4782608695652173,22,0.33
work-2,M0O100,2501,2.501,1.2,8,0.08,0.08,7,0.07,2.5869565217391304,22,0.31
work-2,M0O100,2501,2.501,1.4,8,0.08,0.08,8,0.08,2.760869565217391,23,0.28
work-2,M0O100,2601,2.601,1.0,7,0.07,0.07,6,0.06,2.3548387096774195,25,0.29
work-2,M0O100,2601,2.601,1.2,7,0.07,0.07,6,0.06,2.3548387096774195,25,0.29
work-2,M0O100,2601,2.601,1.4,7,0.07,0.07,6,0.06,2.548387096774193,25,0.26
work-2,M0O100,2701,2.701,1.0,6,0.06,0.06,5,0.05,2.25531914893617,21,0.38
work-2,M0O100,2701,2.701,1.2,6,0.06,0.06,5,0.05,2.425531914893617,21,0.35
work-2,M0O100,2701,2.701,1.4,6,0.06,0.06,5,0.05,2.8297872340425534,19,0.32
work-2,M0O100,2801,2.801,1.0,7,0.07,0.07,5,0.05,2.182795698924731,26,0.31
work-2,M0O100,2801,2.801,1.2,7,0.07,0.07,5,0.05,2.290322580645161,26,0.29
work-2,M0O100,2801,2.801,1.4,7,0.07,0.07,6,0.06,2.5698924731182795,25,0.27
work-2,M0O100,2901,2.901,1.0,8,0.08,0.08,6,0.06,2.369565217391304,27,0.26
work-2,M0O100,2901,2.901,1.2,8,0.08,0.08,7,0.07,2.739130434782609,26,0.24
work-2,M0O100,2901,2.901,1.4,9,0.09,0.09,7,0.07,2.868131868131868,26,0.21
work-2,M0O100,3001,3.001,1.0,6,0.06,0.06,5,0.05,2.234042553191489,22,0.37
work-2,M0O100,3001,3.001,1.2,6,0.06,0.06,5,0.05,2.3617021276595747,23,0.33
work-2,M0O100,3001,3.001,1.4,6,0.06,0.06,5,0.05,2.404255319148936,25,0.29
work-2,M0O100,3101,3.101,1.0,7,0.07,0.07,7,0.07,2.290322580645161,20,0.43
work-2,M0O100,3101,3.101,1.2,7,0.07,0.07,7,0.07,2.376344086021505,22,0.38
work-2,M0O100,3101,3.101,1.4,9,0.09,0.09,7,0.07,2.5384615384615383,22,0.34
work-2,M0O100,3201,3.201,1.0,9,0.09,0.09,8,0.08,2.956043956043956,21,0.3
work-2,M0O100,3201,3.201,1.2,9,0.09,0.09,8,0.08,3.021978021978022,21,0.29
work-2,M0O100,3201,3.201,1.4,9,0.09,0.09,8,0.08,3.10989010989011,23,0.24
work-2,M0O100,3301,3.301,1.0,9,0.09,0.09,8,0.08,3.065934065934066,19,0.32
work-2,M0O100,3301,3.301,1.2,9,0.09,0.09,8,0.08,3.1538461538461537,19,0.31
work-2,M0O100,3301,3.301,1.4,9,0.09,0.09,8,0.08,3.175824175824176,20,0.29
work-2,M0O100,3401,3.401,1.0,8,0.08,0.08,6,0.06,2.4782608695652173,21,0.34
work-2,M0O100,3401,3.401,1.2,8,0.08,0.08,6,0.06,2.5869565217391304,22,0.31
work-2,M0O100,3401,3.401,1.4,9,0.09,0.09,6,0.06,2.6923076923076925,22,0.29
work-2,M0O100,3501,3.501,1.0,5,0.05,0.05,4,0.04,2.094736842105263,23,0.37
work-2,M0O100,3501,3.501,1.2,6,0.06,0.06,5,0.05,2.25531914893617,23,0.34
work-2,M0O100,3501,3.501,1.4,6,0.06,0.06,6,0.06,2.4468085106382977,23,0.32
work-2,M0O100,3601,3.601,1.0,13,0.13,0.13,6,0.06,2.4482758620689653,23,0.27
work-2,M0O100,3601,3.601,1.2,13,0.13,0.13,6,0.06,2.471264367816092,24,0.25
work-2,M0O100,3601,3.601,1.4,13,0.13,0.13,6,0.06,2.6091954022988504,24,0.23
work-2,M0O100,3701,3.701,1.0,8,0.08,0.08,5,0.05,2.391304347826087,25,0.27
work-2,M0O100,3701,3.701,1.2,11,0.11,0.11,7,0.07,2.730337078651685,23,0.25
work-2,M0O100,3701,3.701,1.4,11,0.11,0.11,10,0.1,3.224719101123596,23,0.23
work-2,M0O100,3801,3.801,1.0,7,0.07,0.07,5,0.05,2.032258064516129,23,0.38
work-2,M0O100,3801,3.801,1.2,7,0.07,0.07,5,0.05,2.118279569892473,24,0.35
work-2,M0O100,3801,3.801,1.4,7,0.07,0.07,5,0.05,2.204301075268817,24,0.33
work-2,M0O100,3901,3.901,1.0,7,0.07,0.07,6,0.06,2.462365591397849,18,0.4
work-2,M0O100,3901,3.901,1.2,8,0.08,0.08,6,0.06,2.565217391304348,19,0.36
work-2,M0O100,3901,3.901,1.4,8,0.08,0.08,6,0.06,2.652173913043478,19,0.35
work-2,M0O100,4001,4.001,1.0,7,0.07,0.07,5,0.05,2.182795698924731,23,0.35
work-2,M0O100,4001,4.001,1.2,7,0.07,0.07,5,0.05,2.182795698924731,23,0.35
work-2,M0O100,4001,4.001,1.4,7,0.07,0.07,5,0.05,2.182795698924731,23,0.35
work-2,M0O100,4101,4.101,1.0,5,0.05,0.05,5,0.05,2.4105263157894736,27,0.27
work-2,M0O100,4101,4.101,1.2,5,0.05,0.05,5,0.05,2.494736842105264,27,0.25
work-2,M0O100,4101,4.101,1.4,7,0.07,0.07,5,0.05,2.634408602150537,26,0.24
work-2,M0O100,4201,4.2010000000000005,1.0,9,0.09,0.09,7,0.07,2.78021978021978,20,0.32
work-2,M0O100,4201,4.2010000000000005,1.2,9,0.09,0.09,7,0.07,2.868131868131868,20,0.31
work-2,M0O100,4201,4.2010000000000005,1.4,9,0.09,0.09,8,0.08,3.043956043956044,21,0.28
work-2,M0O100,4301,4.301,1.0,9,0.09,0.09,5,0.05,2.142857142857143,22,0.36
work-2,M0O100,4301,4.301,1.2,9,0.09,0.09,5,0.05,2.318681318681319,22,0.33
work-2,M0O100,4301,4.301,1.4,9,0.09,0.09,5,0.05,2.4285714285714284,23,0.3
work-2,M0O100,4401,4.401,1.0,8,0.08,0.08,7,0.07,2.6956521739130435,23,0.3
work-2,M0O100,4401,4.401,1.2,8,0.08,0.08,8,0.08,3.1956521739130435,22,0.28
work-2,M0O100,4401,4.401,1.4,8,0.08,0.08,8,0.08,3.260869565217391,22,0.27
work-2,M0O100,4501,4.501,1.0,8,0.08,0.08,5,0.05,2.282608695652174,26,0.29
work-2,M0O100,4501,4.501,1.2,8,0.08,0.08,6,0.06,2.739130434782609,24,0.27
work-2,M0O100,4501,4.501,1.4,10,0.1,0.1,6,0.06,2.977777777777778,24,0.22
work-2,M0O100,4601,4.601,1.0,8,0.08,0.08,6,0.06,2.717391304347826,19,0.34
work-2,M0O100,4601,4.601,1.2,15,0.15,0.15,5,0.05,2.670588235294117,18,0.31
work-2,M0O100,4601,4.601,1.4,15,0.15,0.15,5,0.05,2.670588235294117,18,0.31
work-2,M0O100,4701,4.7010000000000005,1.0,6,0.06,0.06,4,0.04,2.127659574468085,27,0.3
work-2,M0O100,4701,4.7010000000000005,1.2,9,0.09,0.09,4,0.04,2.142857142857143,26,0.29
work-2,M0O100,4701,4.7010000000000005,1.4,9,0.09,0.09,4,0.04,2.1868131868131866,26,0.28
work-2,M0O100,4801,4.801,1.0,5,0.05,0.05,5,0.05,1.8,22,0.46
work-2,M0O100,4801,4.801,1.2,5,0.05,0.05,5,0.05,1.8842105263157896,23,0.43
work-2,M0O100,4801,4.801,1.4,5,0.05,0.05,5,0.05,2.031578947368421,23,0.41
work-2,M0O100,4901,4.901,1.0,7,0.07,0.07,7,0.07,2.505376344086021,20,0.37
work-2,M0O100,4901,4.901,1.2,7,0.07,0.07,7,0.07,2.505376344086021,20,0.37
work-2,M0O100,4901,4.901,1.4,7,0.07,0.07,7,0.07,2.634408602150537,22,0.32
work,M5O95,1001,1.001,1.0,7,0.07,0.0888493053081581,6,0.06,2.5268817204301075,22,0.32
work,M5O95,1001,1.001,1.2,9,0.09,0.0769504809405058,7,0.07,2.802197802197802,21,0.3
work,M5O95,1001,1.001,1.4,11,0.11,0.1230495190594941,7,0.07,2.955056179775281,20,0.28
work,M5O95,1101,1.101,1.0,15,0.15,0.15724973281083,5,0.05,2.411764705882353,18,0.34
work,M5O95,1101,1.101,1.2,18,0.18,0.2118988243676523,5,0.05,2.3902439024390243,17,0.34
work,M5O95,1101,1.101,1.4,18,0.18,0.2118988243676523,6,0.06,2.6341463414634148,18,0.3
work,M5O95,1201,1.201,1.0,14,0.14,0.1776986106163163,8,0.08,2.883720930232558,18,0.33
work,M5O95,1201,1.201,1.2,16,0.16,0.1947987174919843,8,0.08,3.3095238095238093,17,0.3
work,M5O95,1201,1.201,1.4,16,0.16,0.1947987174919843,9,0.09,3.8333333333333335,16,0.29
work,M5O95,1301,1.301,1.0,9,0.09,0.1059494121838261,8,0.08,3.10989010989011,18,0.34
work,M5O95,1301,1.301,1.2,9,0.09,0.1059494121838261,8,0.08,3.241758241758242,17,0.33
work,M5O95,1301,1.301,1.4,10,0.1,0.1144994656216601,9,0.09,3.466666666666667,18,0.29
work,M5O95,1401,1.401,1.0,14,0.14,0.148699679372996,10,0.1,2.976744186046512,15,0.39
work,M5O95,1401,1.401,1.2,23,0.23,0.2546490915568222,10,0.1,2.9740259740259742,12,0.38
work,M5O95,1401,1.401,1.4,23,0.23,0.2546490915568222,10,0.1,3.0,13,0.36
work,M5O95,1501,1.501,1.0,8,0.08,0.0973993587459921,7,0.07,2.4130434782608696,16,0.46
work,M5O95,1501,1.501,1.2,8,0.08,0.0973993587459921,8,0.08,2.8260869565217392,15,0.44
work,M5O95,1501,1.501,1.4,9,0.09,0.1059494121838261,8,0.08,2.912087912087912,16,0.4
work,M5O95,1601,1.601,1.0,19,0.19,0.2204488778054862,10,0.1,3.197530864197531,19,0.26
work,M5O95,1601,1.601,1.2,19,0.19,0.2204488778054862,10,0.1,3.197530864197531,19,0.26
work,M5O95,1601,1.601,1.4,20,0.2,0.2289989312433202,10,0.1,3.275,19,0.24
work,M5O95,1701,1.701,1.0,16,0.16,0.2527965799786248,5,0.05,2.3095238095238093,19,0.34
work,M5O95,1701,1.701,1.2,16,0.16,0.2527965799786248,6,0.06,2.6904761904761907,18,0.32
work,M5O95,1701,1.701,1.4,22,0.22,0.3040969006056288,6,0.06,2.4871794871794872,19,0.28
work,M5O95,1801,1.801,1.0,14,0.14,0.1776986106163163,8,0.08,2.883720930232558,17,0.33
work,M5O95,1801,1.801,1.2,16,0.16,0.1947987174919843,8,0.08,3.357142857142857,16,0.29
work,M5O95,1801,1.801,1.4,17,0.17,0.2033487709298183,8,0.08,3.5060240963855422,17,0.25
work,M5O95,1901,1.901,1.0,9,0.09,0.1349483434271464,7,0.07,3.351648351648352,19,0.29
work,M5O95,1901,1.901,1.2,10,0.1,0.1434983968649804,8,0.08,3.755555555555556,18,0.27
work,M5O95,1901,1.901,1.4,10,0.1,0.1434983968649804,8,0.08,3.755555555555556,18,0.27
work,M5O95,2001,2.001,1.0,7,0.07,0.0598503740648379,6,0.06,2.462365591397849,26,0.26
work,M5O95,2001,2.001,1.2,7,0.07,0.0598503740648379,6,0.06,2.677419354838709,25,0.24
work,M5O95,2001,2.001,1.4,7,0.07,0.0598503740648379,6,0.06,2.849462365591398,25,0.22
work,M5O95,2101,2.101,1.0,14,0.14,0.1776986106163163,6,0.06,2.5348837209302326,20,0.32
work,M5O95,2101,2.101,1.2,14,0.14,0.1776986106163163,6,0.06,2.744186046511628,20,0.29
work,M5O95,2101,2.101,1.4,23,0.23,0.2546490915568222,6,0.06,2.5844155844155843,18,0.27
work,M5O95,2201,2.201,1.0,19,0.19,0.2204488778054862,9,0.09,3.049382716049383,16,0.32
work,M5O95,2201,2.201,1.2,19,0.19,0.2204488778054862,9,0.09,3.2222222222222223,17,0.28
work,M5O95,2201,2.201,1.4,20,0.2,0.2289989312433202,10,0.1,3.725,16,0.26
work,M5O95,2301,2.301,1.0,13,0.13,0.1691485571784823,7,0.07,2.632183908045977,18,0.36
work,M5O95,2301,2.301,1.2,14,0.14,0.1776986106163163,7,0.07,2.86046511627907,18,0.33
work,M5O95,2301,2.301,1.4,14,0.14,0.1776986106163163,10,0.1,3.5348837209302326,18,0.29
work,M5O95,2401,2.401,1.0,7,0.07,0.0888493053081581,7,0.07,2.2688172043010755,21,0.4
work,M5O95,2401,2.401,1.2,9,0.09,0.1349483434271464,7,0.07,2.318681318681319,20,0.39
work,M5O95,2401,2.401,1.4,10,0.1,0.1434983968649804,8,0.08,2.7333333333333334,20,0.34
work,M5O95,2501,2.501,1.0,11,0.11,0.1230495190594941,8,0.08,2.640449438202247,19,0.35
work,M5O95,2501,2.501,1.2,11,0.11,0.1230495190594941,8,0.08,2.730337078651685,19,0.33
work,M5O95,2501,2.501,1.4,11,0.11,0.1230495190594941,8,0.08,2.865168539325843,19,0.31
work,M5O95,2601,2.601,1.0,8,0.08,0.0684004275026718,5,0.05,2.282608695652174,22,0.36
work,M5O95,2601,2.601,1.2,13,0.13,0.1691485571784823,5,0.05,2.1724137931034484,21,0.35
work,M5O95,2601,2.601,1.4,13,0.13,0.1691485571784823,5,0.05,2.310344827586207,22,0.31
work,M5O95,2701,2.701,1.0,10,0.1,0.1434983968649804,7,0.07,2.7555555555555555,24,0.25
work,M5O95,2701,2.701,1.2,10,0.1,0.1434983968649804,7,0.07,2.844444444444445,24,0.24
work,M5O95,2701,2.701,1.4,11,0.11,0.0940505878161738,10,0.1,3.3146067415730336,23,0.23
work,M5O95,2801,2.801,1.0,10,0.1,0.1144994656216601,8,0.08,2.577777777777778,23,0.32
work,M5O95,2801,2.801,1.2,10,0.1,0.1144994656216601,8,0.08,2.577777777777778,23,0.32
work,M5O95,2801,2.801,1.4,10,0.1,0.1144994656216601,8,0.08,2.577777777777778,23,0.32
work,M5O95,2901,2.901,1.0,9,0.09,0.0769504809405058,6,0.06,2.340659340659341,20,0.38
work,M5O95,2901,2.901,1.2,13,0.13,0.1111506946918418,6,0.06,2.35632183908046,18,0.38
work,M5O95,2901,2.901,1.4,17,0.17,0.174349839686498,6,0.06,2.325301204819277,17,0.37
work,M5O95,3001,3.001,1.0,8,0.08,0.0973993587459921,8,0.08,2.9782608695652173,18,0.35
work,M5O95,3001,3.001,1.2,8,0.08,0.0973993587459921,8,0.08,3.108695652173913,18,0.34
work,M5O95,3001,3.001,1.4,10,0.1,0.1144994656216601,8,0.08,3.577777777777778,17,0.31
work,M5O95,3101,3.101,1.0,28,0.28,0.3263982899893124,4,0.04,2.111111111111111,17,0.29
work,M5O95,3101,3.101,1.2,30,0.3,0.3434983968649804,8,0.08,2.8857142857142857,13,0.29
work,M5O95,3101,3.101,1.4,30,0.3,0.3434983968649804,9,0.09,3.2,13,0.27
work,M5O95,3201,3.201,1.0,13,0.13,0.1691485571784823,4,0.04,2.1494252873563218,21,0.34
work,M5O95,3201,3.201,1.2,13,0.13,0.1691485571784823,4,0.04,2.1494252873563218,21,0.34
work,M5O95,3201,3.201,1.4,13,0.13,0.1691485571784823,4,0.04,2.1494252873563218,21,0.34
work,M5O95,3301,3.301,1.0,7,0.07,0.0888493053081581,6,0.06,2.5698924731182795,17,0.42
work,M5O95,3301,3.301,1.2,9,0.09,0.1059494121838261,8,0.08,3.043956043956044,16,0.38
work,M5O95,3301,3.301,1.4,9,0.09,0.1059494121838261,8,0.08,3.043956043956044,16,0.38
work,M5O95,3401,3.401,1.0,9,0.09,0.1349483434271464,9,0.09,3.1538461538461537,19,0.33
work,M5O95,3401,3.401,1.2,9,0.09,0.1349483434271464,9,0.09,3.3956043956043955,18,0.32
work,M5O95,3401,3.401,1.4,10,0.1,0.0855005343783398,9,0.09,3.888888888888889,18,0.28
work,M5O95,3501,3.501,1.0,10,0.1,0.0855005343783398,6,0.06,2.4444444444444446,23,0.32
work,M5O95,3501,3.501,1.2,10,0.1,0.0855005343783398,6,0.06,2.6666666666666665,23,0.29
work,M5O95,3501,3.501,1.4,12,0.12,0.1026006412540078,8,0.08,3.022727272727273,22,0.26
work,M5O95,3601,3.601,1.0,10,0.1,0.1144994656216601,9,0.09,3.311111111111111,23,0.24
work,M5O95,3601,3.601,1.2,10,0.1,0.1144994656216601,9,0.09,3.6666666666666665,21,0.23
work,M5O95,3601,3.601,1.4,11,0.11,0.1230495190594941,10,0.1,4.123595505617978,19,0.22
work,M5O95,3701,3.701,1.0,9,0.09,0.1059494121838261,6,0.06,2.7142857142857144,25,0.22
work,M5O95,3701,3.701,1.2,9,0.09,0.1059494121838261,6,0.06,2.8241758241758244,25,0.21
work,M5O95,3701,3.701,1.4,9,0.09,0.1059494121838261,6,0.06,2.89010989010989,25,0.2
work,M5O95,3801,3.801,1.0,18,0.18,0.2408977556109725,12,0.12,3.317073170731707,11,0.45
work,M5O95,3801,3.801,1.2,32,0.32,0.3895974349839686,5,0.05,1.8235294117647056,9,0.45
work,M5O95,3801,3.801,1.4,33,0.33,0.3981474884218026,5,0.05,1.835820895522388,9,0.44
work,M5O95,3901,3.901,1.0,8,0.08,0.0973993587459921,6,0.06,2.9782608695652173,20,0.29
work,M5O95,3901,3.901,1.2,8,0.08,0.0973993587459921,6,0.06,3.0434782608695654,20,0.28
work,M5O95,3901,3.901,1.4,10,0.1,0.1144994656216601,6,0.06,3.088888888888889,20,0.26
work,M5O95,4001,4.001,1.0,7,0.07,0.0888493053081581,7,0.07,2.333333333333333,22,0.36
work,M5O95,4001,4.001,1.2,7,0.07,0.0888493053081581,7,0.07,2.333333333333333,22,0.36
work,M5O95,4001,4.001,1.4,16,0.16,0.1947987174919843,4,0.04,1.9761904761904765,21,0.34
work,M5O95,4101,4.101,1.0,17,0.17,0.2323477021731385,6,0.06,2.0843373493975905,21,0.34
work,M5O95,4101,4.101,1.2,18,0.18,0.2408977556109725,6,0.06,2.097560975609756,21,0.33
work,M5O95,4101,4.101,1.4,18,0.18,0.2408977556109725,7,0.07,2.341463414634146,21,0.31
work,M5O95,4201,4.2010000000000005,1.0,20,0.2,0.2579978624866405,7,0.07,2.475,19,0.3
work,M5O95,4201,4.2010000000000005,1.2,20,0.2,0.2579978624866405,7,0.07,2.525,19,0.29
work,M5O95,4201,4.2010000000000005,1.4,21,0.21,0.2665479159244745,8,0.08,2.721518987341772,19,0.27
work,M5O95,4301,4.301,1.0,16,0.16,0.1947987174919843,10,0.1,3.761904761904762,16,0.29
work,M5O95,4301,4.301,1.2,17,0.17,0.2033487709298183,11,0.11,4.036144578313253,16,0.27
work,M5O95,4301,4.301,1.4,17,0.17,0.2033487709298183,11,0.11,4.0602409638554215,17,0.25
work,M5O95,4401,4.401,1.0,10,0.1,0.1144994656216601,9,0.09,2.7777777777777777,23,0.28
work,M5O95,4401,4.401,1.2,10,0.1,0.1144994656216601,9,0.09,3.0444444444444443,22,0.28
work,M5O95,4401,4.401,1.4,10,0.1,0.1144994656216601,9,0.09,3.111111111111111,23,0.25
work,M5O95,4501,4.501,1.0,16,0.16,0.1947987174919843,9,0.09,3.333333333333333,20,0.24
work,M5O95,4501,4.501,1.2,17,0.17,0.2033487709298183,9,0.09,3.409638554216868,20,0.22
work,M5O95,4501,4.501,1.4,17,0.17,0.2033487709298183,10,0.1,4.0120481927710845,20,0.2
work,M5O95,4601,4.601,1.0,16,0.16,0.1947987174919843,6,0.06,2.452380952380953,17,0.37
work,M5O95,4601,4.601,1.2,16,0.16,0.1947987174919843,6,0.06,2.5,17,0.36
work,M5O95,4601,4.601,1.4,16,0.16,0.1947987174919843,7,0.07,3.142857142857143,15,0.34
work,M5O95,4701,4.7010000000000005,1.0,7,0.07,0.1178482365514784,5,0.05,2.161290322580645,24,0.35
work,M5O95,4701,4.7010000000000005,1.2,9,0.09,0.1349483434271464,5,0.05,2.318681318681319,24,0.3
work,M5O95,4701,4.7010000000000005,1.4,16,0.16,0.1947987174919843,5,0.05,2.4047619047619047,20,0.3
work,M5O95,4801,4.801,1.0,5,0.05,0.1007481296758104,5,0.05,2.305263157894737,22,0.37
work,M5O95,4801,4.801,1.2,7,0.07,0.0598503740648379,5,0.05,2.333333333333333,22,0.35
work,M5O95,4801,4.801,1.4,10,0.1,0.1724973281083006,7,0.07,2.7777777777777777,21,0.31
work,M5O95,4901,4.901,1.0,12,0.12,0.1605985037406483,9,0.09,2.886363636363636,19,0.33
work,M5O95,4901,4.901,1.2,12,0.12,0.1605985037406483,9,0.09,2.909090909090909,20,0.31
work,M5O95,4901,4.901,1.4,13,0.13,0.1691485571784823,9,0.09,3.0,20,0.29
work-1,M5O95,1001,1.001,1.0,10,0.1,0.0855005343783398,9,0.09,3.6222222222222222,18,0.28
work-1,M5O95,1001,1.001,1.2,10,0.1,0.0855005343783398,9,0.09,3.955555555555556,17,0.27
work-1,M5O95,1001,1.001,1.4,10,0.1,0.0855005343783398,9,0.09,4.2444444444444445,17,0.25
work-1,M5O95,1101,1.101,1.0,6,0.06,0.0802992518703241,6,0.06,2.382978723404255,19,0.42
work-1,M5O95,1101,1.101,1.2,10,0.1,0.0855005343783398,6,0.06,2.533333333333333,18,0.39
work-1,M5O95,1101,1.101,1.4,10,0.1,0.0855005343783398,6,0.06,2.844444444444445,18,0.35
work-1,M5O95,1201,1.201,1.0,7,0.07,0.0888493053081581,6,0.06,2.462365591397849,18,0.43
work-1,M5O95,1201,1.201,1.2,8,0.08,0.0973993587459921,6,0.06,2.565217391304348,20,0.37
work-1,M5O95,1201,1.201,1.4,8,0.08,0.0973993587459921,7,0.07,2.869565217391304,19,0.36
work-1,M5O95,1301,1.301,1.0,8,0.08,0.0973993587459921,6,0.06,2.5,19,0.38
work-1,M5O95,1301,1.301,1.2,8,0.08,0.0973993587459921,7,0.07,2.652173913043478,20,0.35
work-1,M5O95,1301,1.301,1.4,8,0.08,0.0973993587459921,7,0.07,2.652173913043478,20,0.35
work-1,M5O95,1401,1.401,1.0,7,0.07,0.0888493053081581,6,0.06,3.0,23,0.24
work-1,M5O95,1401,1.401,1.2,7,0.07,0.0888493053081581,6,0.06,3.21505376344086,22,0.23
work-1,M5O95,1401,1.401,1.4,10,0.1,0.1434983968649804,7,0.07,3.355555555555556,21,0.22
work-1,M5O95,1501,1.501,1.0,8,0.08,0.1263982899893124,7,0.07,2.3043478260869565,20,0.4
work-1,M5O95,1501,1.501,1.2,8,0.08,0.1263982899893124,7,0.07,2.6956521739130435,20,0.36
work-1,M5O95,1501,1.501,1.4,11,0.11,0.1230495190594941,8,0.08,3.1797752808988764,17,0.35
work-1,M5O95,1601,1.601,1.0,11,0.11,0.1230495190594941,7,0.07,2.50561797752809,22,0.31
work-1,M5O95,1601,1.601,1.2,12,0.12,0.1315995724973281,9,0.09,2.886363636363636,21,0.29
work-1,M5O95,1601,1.601,1.4,13,0.13,0.1401496259351621,11,0.11,3.413793103448276,20,0.27
work-1,M5O95,1701,1.701,1.0,14,0.14,0.2356964731029568,6,0.06,2.372093023255814,17,0.39
work-1,M5O95,1701,1.701,1.2,15,0.15,0.2442465265407908,6,0.06,2.5294117647058822,18,0.34
work-1,M5O95,1701,1.701,1.4,16,0.16,0.2527965799786248,6,0.06,2.5476190476190474,18,0.33
work-1,M5O95,1801,1.801,1.0,12,0.12,0.1895974349839686,11,0.11,3.25,19,0.32
work-1,M5O95,1801,1.801,1.2,12,0.12,0.1895974349839686,11,0.11,3.272727272727273,20,0.3
work-1,M5O95,1801,1.801,1.4,12,0.12,0.1895974349839686,11,0.11,3.272727272727273,20,0.3
work-1,M5O95,1901,1.901,1.0,7,0.07,0.1178482365514784,6,0.06,2.677419354838709,22,0.32
work-1,M5O95,1901,1.901,1.2,7,0.07,0.1178482365514784,7,0.07,3.10752688172043,21,0.28
work-1,M5O95,1901,1.901,1.4,7,0.07,0.1178482365514784,7,0.07,3.21505376344086,21,0.26
work-1,M5O95,2001,2.001,1.0,10,0.1,0.1434983968649804,9,0.09,3.577777777777778,17,0.32
work-1,M5O95,2001,2.001,1.2,12,0.12,0.1605985037406483,10,0.1,4.136363636363637,16,0.28
work-1,M5O95,2001,2.001,1.4,14,0.14,0.2066975418596366,10,0.1,4.209302325581396,16,0.26
work-1,M5O95,2101,2.101,1.0,14,0.14,0.2066975418596366,11,0.11,4.209302325581396,13,0.33
work-1,M5O95,2101,2.101,1.2,14,0.14,0.2066975418596366,13,0.13,5.209302325581396,13,0.29
work-1,M5O95,2101,2.101,1.4,14,0.14,0.2066975418596366,13,0.13,5.209302325581396,13,0.29
work-1,M5O95,2201,2.201,1.0,10,0.1,0.1144994656216601,7,0.07,2.977777777777778,19,0.31
work-1,M5O95,2201,2.201,1.2,11,0.11,0.1230495190594941,8,0.08,3.292134831460674,19,0.28
work-1,M5O95,2201,2.201,1.4,11,0.11,0.1230495190594941,8,0.08,3.741573033707865,19,0.24
work-1,M5O95,2301,2.301,1.0,7,0.07,0.0888493053081581,6,0.06,2.139784946236559,20,0.43
work-1,M5O95,2301,2.301,1.2,9,0.09,0.1059494121838261,6,0.06,2.2527472527472527,20,0.4
work-1,M5O95,2301,2.301,1.4,9,0.09,0.1059494121838261,6,0.06,2.340659340659341,21,0.37
work-1,M5O95,2401,2.401,1.0,15,0.15,0.1862486640541503,13,0.13,4.08235294117647,21,0.22
work-1,M5O95,2401,2.401,1.2,15,0.15,0.1862486640541503,13,0.13,4.08235294117647,21,0.22
work-1,M5O95,2401,2.401,1.4,15,0.15,0.1862486640541503,13,0.13,4.08235294117647,21,0.22
work-1,M5O95,2501,2.501,1.0,26,0.26,0.3092981831136445,6,0.06,2.4864864864864864,16,0.3
work-1,M5O95,2501,2.501,1.2,30,0.3,0.3434983968649804,6,0.06,2.5428571428571427,15,0.28
work-1,M5O95,2501,2.501,1.4,30,0.3,0.3434983968649804,7,0.07,2.8,15,0.26
work-1,M5O95,2601,2.601,1.0,16,0.16,0.2527965799786248,6,0.06,2.452380952380953,23,0.27
work-1,M5O95,2601,2.601,1.2,16,0.16,0.2527965799786248,6,0.06,2.6904761904761907,22,0.26
work-1,M5O95,2601,2.601,1.4,16,0.16,0.2527965799786248,8,0.08,3.142857142857143,22,0.23
work-1,M5O95,2701,2.701,1.0,10,0.1,0.1724973281083006,8,0.08,2.8222222222222224,18,0.37
work-1,M5O95,2701,2.701,1.2,10,0.1,0.1724973281083006,10,0.1,3.422222222222222,18,0.33
work-1,M5O95,2701,2.701,1.4,10,0.1,0.1724973281083006,10,0.1,3.533333333333333,19,0.3
work-1,M5O95,2801,2.801,1.0,11,0.11,0.1520484503028144,6,0.06,2.617977528089888,18,0.37
work-1,M5O95,2801,2.801,1.2,11,0.11,0.1520484503028144,7,0.07,2.865168539325843,18,0.34
work-1,M5O95,2801,2.801,1.4,11,0.11,0.1520484503028144,7,0.07,2.865168539325843,18,0.34
work-1,M5O95,2901,2.901,1.0,11,0.11,0.1230495190594941,5,0.05,2.3258426966292136,22,0.32
work-1,M5O95,2901,2.901,1.2,12,0.12,0.1315995724973281,5,0.05,2.386363636363636,24,0.27
