replicate,system,frame,time_us,cutoff_nm,largest_cluster_size,largest_cluster_fraction,largest_cluster_residue_fraction,second_cluster_size,second_cluster_fraction,finite_cluster_mean_size,N_clusters_size_ge_2,monomer_fraction
work-1,M50O0,1001,1.001,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,1101,1.101,1.0,48,0.96,0.96,1,0.02,1.0,1,0.04
work-1,M50O0,1101,1.101,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,1101,1.101,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,1201,1.201,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,1201,1.201,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,1201,1.201,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,1301,1.301,1.0,47,0.94,0.94,2,0.04,1.6666666666666667,2,0.02
work-1,M50O0,1301,1.301,1.2,47,0.94,0.94,2,0.04,1.6666666666666667,2,0.02
work-1,M50O0,1301,1.301,1.4,47,0.94,0.94,2,0.04,1.6666666666666667,2,0.02
work-1,M50O0,1401,1.401,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,1401,1.401,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,1401,1.401,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,1501,1.501,1.0,48,0.96,0.96,2,0.04,2.0,2,0.0
work-1,M50O0,1501,1.501,1.2,48,0.96,0.96,2,0.04,2.0,2,0.0
work-1,M50O0,1501,1.501,1.4,48,0.96,0.96,2,0.04,2.0,2,0.0
work-1,M50O0,1601,1.601,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,1601,1.601,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,1601,1.601,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,1701,1.701,1.0,45,0.9,0.9,2,0.04,1.4,2,0.06
work-1,M50O0,1701,1.701,1.2,46,0.92,0.92,2,0.04,1.5,2,0.04
work-1,M50O0,1701,1.701,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,1801,1.801,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,1801,1.801,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,1801,1.801,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,1901,1.901,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,1901,1.901,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,1901,1.901,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2001,2.001,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2001,2.001,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2001,2.001,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2101,2.101,1.0,46,0.92,0.92,2,0.04,1.5,2,0.04
work-1,M50O0,2101,2.101,1.2,46,0.92,0.92,2,0.04,1.5,2,0.04
work-1,M50O0,2101,2.101,1.4,47,0.94,0.94,2,0.04,1.6666666666666667,2,0.02
work-1,M50O0,2201,2.201,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2201,2.201,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2201,2.201,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2301,2.301,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,2301,2.301,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,2301,2.301,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,2401,2.401,1.0,48,0.96,0.96,2,0.04,2.0,2,0.0
work-1,M50O0,2401,2.401,1.2,48,0.96,0.96,2,0.04,2.0,2,0.0
work-1,M50O0,2401,2.401,1.4,48,0.96,0.96,2,0.04,2.0,2,0.0
work-1,M50O0,2501,2.501,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2501,2.501,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2501,2.501,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2601,2.601,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,2601,2.601,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2601,2.601,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2701,2.701,1.0,48,0.96,0.96,1,0.02,1.0,1,0.04
work-1,M50O0,2701,2.701,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,2701,2.701,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2801,2.801,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2801,2.801,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2801,2.801,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2901,2.901,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2901,2.901,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,2901,2.901,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3001,3.001,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,3001,3.001,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3001,3.001,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3101,3.101,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,3101,3.101,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3101,3.101,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3201,3.201,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3201,3.201,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3201,3.201,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3301,3.301,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,3301,3.301,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3301,3.301,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3401,3.401,1.0,47,0.94,0.94,1,0.02,1.0,1,0.06
work-1,M50O0,3401,3.401,1.2,48,0.96,0.96,1,0.02,1.0,1,0.04
work-1,M50O0,3401,3.401,1.4,48,0.96,0.96,1,0.02,1.0,1,0.04
work-1,M50O0,3501,3.501,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,3501,3.501,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3501,3.501,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3601,3.601,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3601,3.601,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3601,3.601,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3701,3.701,1.0,48,0.96,0.96,1,0.02,1.0,1,0.04
work-1,M50O0,3701,3.701,1.2,48,0.96,0.96,1,0.02,1.0,1,0.04
work-1,M50O0,3701,3.701,1.4,48,0.96,0.96,1,0.02,1.0,1,0.04
work-1,M50O0,3801,3.801,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,3801,3.801,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3801,3.801,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3901,3.901,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3901,3.901,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,3901,3.901,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4001,4.001,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,4001,4.001,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4001,4.001,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4101,4.101,1.0,47,0.94,0.94,1,0.02,1.0,1,0.06
work-1,M50O0,4101,4.101,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,4101,4.101,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,4201,4.2010000000000005,1.0,46,0.92,0.92,3,0.06,2.5,2,0.02
work-1,M50O0,4201,4.2010000000000005,1.2,46,0.92,0.92,3,0.06,2.5,2,0.02
work-1,M50O0,4201,4.2010000000000005,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4301,4.301,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4301,4.301,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4301,4.301,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4401,4.401,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4401,4.401,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4401,4.401,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4501,4.501,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4501,4.501,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4501,4.501,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4601,4.601,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4601,4.601,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4601,4.601,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-1,M50O0,4701,4.7010000000000005,1.0,47,0.94,0.94,2,0.04,1.6666666666666667,2,0.02
work-1,M50O0,4701,4.7010000000000005,1.2,47,0.94,0.94,2,0.04,1.6666666666666667,2,0.02
work-1,M50O0,4701,4.7010000000000005,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,4801,4.801,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,4801,4.801,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,4801,4.801,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,4901,4.901,1.0,48,0.96,0.96,1,0.02,1.0,1,0.04
work-1,M50O0,4901,4.901,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-1,M50O0,4901,4.901,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,1001,1.001,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,1001,1.001,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,1001,1.001,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,1101,1.101,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,1101,1.101,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,1101,1.101,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,1201,1.201,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,1201,1.201,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,1201,1.201,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,1301,1.301,1.0,45,0.9,0.9,4,0.08,3.4,2,0.02
work-2,M50O0,1301,1.301,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,1301,1.301,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,1401,1.401,1.0,47,0.94,0.94,2,0.04,1.6666666666666667,2,0.02
work-2,M50O0,1401,1.401,1.2,47,0.94,0.94,2,0.04,1.6666666666666667,2,0.02
work-2,M50O0,1401,1.401,1.4,47,0.94,0.94,2,0.04,1.6666666666666667,2,0.02
work-2,M50O0,1501,1.501,1.0,47,0.94,0.94,1,0.02,1.0,1,0.06
work-2,M50O0,1501,1.501,1.2,48,0.96,0.96,1,0.02,1.0,1,0.04
work-2,M50O0,1501,1.501,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,1601,1.601,1.0,47,0.94,0.94,1,0.02,1.0,1,0.06
work-2,M50O0,1601,1.601,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,1601,1.601,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,1701,1.701,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,1701,1.701,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,1701,1.701,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,1801,1.801,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,1801,1.801,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,1801,1.801,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,1901,1.901,1.0,48,0.96,0.96,2,0.04,2.0,2,0.0
work-2,M50O0,1901,1.901,1.2,48,0.96,0.96,2,0.04,2.0,2,0.0
work-2,M50O0,1901,1.901,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2001,2.001,1.0,48,0.96,0.96,2,0.04,2.0,2,0.0
work-2,M50O0,2001,2.001,1.2,48,0.96,0.96,2,0.04,2.0,2,0.0
work-2,M50O0,2001,2.001,1.4,48,0.96,0.96,2,0.04,2.0,2,0.0
work-2,M50O0,2101,2.101,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,2101,2.101,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,2101,2.101,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,2201,2.201,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2201,2.201,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2201,2.201,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2301,2.301,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,2301,2.301,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,2301,2.301,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,2401,2.401,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,2401,2.401,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,2401,2.401,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,2501,2.501,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2501,2.501,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2501,2.501,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2601,2.601,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2601,2.601,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2601,2.601,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2701,2.701,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,2701,2.701,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2701,2.701,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2801,2.801,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2801,2.801,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2801,2.801,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2901,2.901,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2901,2.901,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,2901,2.901,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3001,3.001,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,3001,3.001,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,3001,3.001,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,3101,3.101,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3101,3.101,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3101,3.101,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3201,3.201,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3201,3.201,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3201,3.201,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3301,3.301,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,3301,3.301,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3301,3.301,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3401,3.401,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3401,3.401,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3401,3.401,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3501,3.501,1.0,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,3501,3.501,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,3501,3.501,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3601,3.601,1.0,48,0.96,0.96,1,0.02,1.0,1,0.04
work-2,M50O0,3601,3.601,1.2,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,3601,3.601,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3701,3.701,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3701,3.701,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3701,3.701,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3801,3.801,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3801,3.801,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3801,3.801,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3901,3.901,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3901,3.901,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,3901,3.901,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4001,4.001,1.0,45,0.9,0.9,4,0.08,3.4,2,0.02
work-2,M50O0,4001,4.001,1.2,45,0.9,0.9,4,0.08,3.4,2,0.02
work-2,M50O0,4001,4.001,1.4,49,0.98,0.98,1,0.02,1.0,1,0.02
work-2,M50O0,4101,4.101,1.0,47,0.94,0.94,1,0.02,1.0,1,0.06
work-2,M50O0,4101,4.101,1.2,47,0.94,0.94,1,0.02,1.0,1,0.06
work-2,M50O0,4101,4.101,1.4,47,0.94,0.94,1,0.02,1.0,1,0.06
work-2,M50O0,4201,4.2010000000000005,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4201,4.2010000000000005,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4201,4.2010000000000005,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4301,4.301,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4301,4.301,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4301,4.301,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4401,4.401,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4401,4.401,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4401,4.401,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4501,4.501,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4501,4.501,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4501,4.501,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4601,4.601,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4601,4.601,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4601,4.601,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4701,4.7010000000000005,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4701,4.7010000000000005,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4701,4.7010000000000005,1.4,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4801,4.801,1.0,46,0.92,0.92,2,0.04,1.5,2,0.04
work-2,M50O0,4801,4.801,1.2,46,0.92,0.92,2,0.04,1.5,2,0.04
work-2,M50O0,4801,4.801,1.4,48,0.96,0.96,1,0.02,1.0,1,0.04
work-2,M50O0,4901,4.901,1.0,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4901,4.901,1.2,50,1.0,1.0,0,0.0,,1,0.0
work-2,M50O0,4901,4.901,1.4,50,1.0,1.0,0,0.0,,1,0.0
work,M0O100D1,1001,1.001,1.0,41,0.41,0.41,9,0.09,2.5254237288135597,11,0.32
work,M0O100D1,1001,1.001,1.2,42,0.42,0.42,9,0.09,2.5517241379310347,11,0.31
work,M0O100D1,1001,1.001,1.4,42,0.42,0.42,9,0.09,2.5517241379310347,11,0.31
work,M0O100D1,1101,1.101,1.0,54,0.54,0.54,4,0.04,1.7391304347826086,9,0.26
work,M0O100D1,1101,1.101,1.2,54,0.54,0.54,4,0.04,1.7391304347826086,9,0.26
work,M0O100D1,1101,1.101,1.4,54,0.54,0.54,4,0.04,1.8695652173913044,9,0.25
work,M0O100D1,1201,1.201,1.0,41,0.41,0.41,6,0.06,2.0847457627118646,15,0.25
work,M0O100D1,1201,1.201,1.2,41,0.41,0.41,6,0.06,2.0847457627118646,15,0.25
work,M0O100D1,1201,1.201,1.4,41,0.41,0.41,6,0.06,2.1186440677966103,16,0.23
work,M0O100D1,1301,1.301,1.0,45,0.45,0.45,7,0.07,2.309090909090909,12,0.26
work,M0O100D1,1301,1.301,1.2,45,0.45,0.45,7,0.07,2.309090909090909,12,0.26
work,M0O100D1,1301,1.301,1.4,45,0.45,0.45,8,0.08,2.5636363636363635,12,0.25
work,M0O100D1,1401,1.401,1.0,52,0.52,0.52,9,0.09,3.208333333333333,8,0.22
work,M0O100D1,1401,1.401,1.2,52,0.52,0.52,9,0.09,3.208333333333333,8,0.22
work,M0O100D1,1401,1.401,1.4,52,0.52,0.52,9,0.09,3.333333333333333,8,0.21
work,M0O100D1,1501,1.501,1.0,46,0.46,0.46,4,0.04,1.8148148148148149,14,0.24
work,M0O100D1,1501,1.501,1.2,46,0.46,0.46,4,0.04,1.962962962962963,14,0.22
work,M0O100D1,1501,1.501,1.4,46,0.46,0.46,4,0.04,2.074074074074074,15,0.19
work,M0O100D1,1601,1.601,1.0,45,0.45,0.45,4,0.04,2.090909090909091,14,0.22
work,M0O100D1,1601,1.601,1.2,45,0.45,0.45,4,0.04,2.2363636363636363,13,0.22
work,M0O100D1,1601,1.601,1.4,45,0.45,0.45,4,0.04,2.309090909090909,13,0.21
work,M0O100D1,1701,1.701,1.0,53,0.53,0.53,5,0.05,1.851063829787234,10,0.25
work,M0O100D1,1701,1.701,1.2,53,0.53,0.53,5,0.05,1.893617021276596,11,0.23
work,M0O100D1,1701,1.701,1.4,53,0.53,0.53,5,0.05,1.893617021276596,11,0.23
work,M0O100D1,1801,1.801,1.0,46,0.46,0.46,3,0.03,1.8148148148148149,13,0.25
work,M0O100D1,1801,1.801,1.2,48,0.48,0.48,3,0.03,1.807692307692308,12,0.25
work,M0O100D1,1801,1.801,1.4,48,0.48,0.48,3,0.03,1.807692307692308,12,0.25
work,M0O100D1,1901,1.901,1.0,54,0.54,0.54,3,0.03,1.608695652173913,9,0.27
work,M0O100D1,1901,1.901,1.2,54,0.54,0.54,3,0.03,1.608695652173913,9,0.27
work,M0O100D1,1901,1.901,1.4,56,0.56,0.56,3,0.03,1.6363636363636365,9,0.25
work,M0O100D1,2001,2.001,1.0,43,0.43,0.43,5,0.05,2.192982456140351,15,0.21
work,M0O100D1,2001,2.001,1.2,43,0.43,0.43,5,0.05,2.298245614035088,15,0.2
work,M0O100D1,2001,2.001,1.4,43,0.43,0.43,5,0.05,2.298245614035088,15,0.2
work,M0O100D1,2101,2.101,1.0,51,0.51,0.51,3,0.03,1.530612244897959,8,0.32
work,M0O100D1,2101,2.101,1.2,52,0.52,0.52,3,0.03,1.5416666666666667,8,0.31
work,M0O100D1,2101,2.101,1.4,52,0.52,0.52,3,0.03,1.5416666666666667,8,0.31
work,M0O100D1,2201,2.201,1.0,49,0.49,0.49,3,0.03,1.431372549019608,8,0.35
work,M0O100D1,2201,2.201,1.2,49,0.49,0.49,3,0.03,1.431372549019608,8,0.35
work,M0O100D1,2201,2.201,1.4,51,0.51,0.51,3,0.03,1.489795918367347,7,0.34
work,M0O100D1,2301,2.301,1.0,48,0.48,0.48,5,0.05,2.076923076923077,10,0.27
work,M0O100D1,2301,2.301,1.2,48,0.48,0.48,5,0.05,2.076923076923077,10,0.27
work,M0O100D1,2301,2.301,1.4,48,0.48,0.48,5,0.05,2.076923076923077,10,0.27
work,M0O100D1,2401,2.401,1.0,53,0.53,0.53,5,0.05,2.276595744680851,10,0.21
work,M0O100D1,2401,2.401,1.2,55,0.55,0.55,5,0.05,2.333333333333333,10,0.19
work,M0O100D1,2401,2.401,1.4,59,0.59,0.59,5,0.05,2.365853658536585,10,0.16
work,M0O100D1,2501,2.501,1.0,42,0.42,0.42,5,0.05,2.034482758620689,14,0.25
work,M0O100D1,2501,2.501,1.2,42,0.42,0.42,5,0.05,2.034482758620689,14,0.25
work,M0O100D1,2501,2.501,1.4,42,0.42,0.42,5,0.05,2.1379310344827585,14,0.24
work,M0O100D1,2601,2.601,1.0,44,0.44,0.44,4,0.04,2.107142857142857,13,0.24
work,M0O100D1,2601,2.601,1.2,44,0.44,0.44,4,0.04,2.107142857142857,13,0.24
work,M0O100D1,2601,2.601,1.4,45,0.45,0.45,4,0.04,2.1272727272727274,13,0.23
work,M0O100D1,2701,2.701,1.0,49,0.49,0.49,4,0.04,1.5490196078431373,8,0.34
work,M0O100D1,2701,2.701,1.2,53,0.53,0.53,3,0.03,1.3404255319148937,7,0.34
work,M0O100D1,2701,2.701,1.4,53,0.53,0.53,3,0.03,1.3404255319148937,7,0.34
work,M0O100D1,2801,2.801,1.0,48,0.48,0.48,6,0.06,2.1538461538461537,11,0.25
work,M0O100D1,2801,2.801,1.2,48,0.48,0.48,6,0.06,2.1538461538461537,11,0.25
work,M0O100D1,2801,2.801,1.4,50,0.5,0.5,6,0.06,2.16,10,0.25
work,M0O100D1,2901,2.901,1.0,43,0.43,0.43,3,0.03,1.736842105263158,16,0.24
work,M0O100D1,2901,2.901,1.2,43,0.43,0.43,3,0.03,1.736842105263158,16,0.24
work,M0O100D1,2901,2.901,1.4,43,0.43,0.43,5,0.05,2.1578947368421053,16,0.2
work,M0O100D1,3001,3.001,1.0,47,0.47,0.47,5,0.05,1.830188679245283,12,0.27
work,M0O100D1,3001,3.001,1.2,47,0.47,0.47,5,0.05,1.9056603773584904,12,0.26
work,M0O100D1,3001,3.001,1.4,47,0.47,0.47,5,0.05,1.9056603773584904,12,0.26
work,M0O100D1,3101,3.101,1.0,49,0.49,0.49,6,0.06,2.5686274509803924,15,0.14
